indiv,geography,seqtot,distance,NS1NS2,site_mission
M264,allo,R.d.dilectus,60.9015599143,SO8_NS18_novb12/SO8_NS14_novb12,SO8_novb12
M2,symp,R.d.dilectus,28.0178514522,AD_novb11/BH_novb11,SAN2_RHINO_novb11
M140,symp,R.pumilio.nord,6.0827625303,J_novb11/I_novb11,SAN_1_4_5_1G_8_novb11
M140,symp,R.pumilio.nord,66.1286624695,J_novb11/CA_novb11,SAN_1_4_5_1G_8_novb11
M140,symp,R.pumilio.nord,67.5425791631,I_novb11/CA_novb11,SAN_1_4_5_1G_8_novb11
M12,symp,R.pumilio.nord,NA,NA,SAN_1_4_5_1G_8_novb11
M117,symp,R.pumilio.nord,NA,NA,SAN2_RHINO_novb11
M116,symp,R.d.dilectus,13.152946438,BZ_novb11/BA_novb11,SAN_1_4_5_1G_8_novb11
M116,symp,R.d.dilectus,6.7082039325,BZ_novb11/BB_novb11,SAN_1_4_5_1G_8_novb11
M116,symp,R.d.dilectus,16.2788205961,BZ_novb11/BC_novb11,SAN_1_4_5_1G_8_novb11
M116,symp,R.d.dilectus,50.0899191455,BZ_novb11/BY_novb11,SAN_1_4_5_1G_8_novb11
M116,symp,R.d.dilectus,7.07106781187,BA_novb11/BB_novb11,SAN_1_4_5_1G_8_novb11
M116,symp,R.d.dilectus,17.2046505341,BA_novb11/BC_novb11,SAN_1_4_5_1G_8_novb11
M116,symp,R.d.dilectus,43.931765273,BA_novb11/BY_novb11,SAN_1_4_5_1G_8_novb11
M116,symp,R.d.dilectus,13.3416640641,BB_novb11/BC_novb11,SAN_1_4_5_1G_8_novb11
M116,symp,R.d.dilectus,44.9444101085,BB_novb11/BY_novb11,SAN_1_4_5_1G_8_novb11
M116,symp,R.d.dilectus,34.6698716467,BC_novb11/BY_novb11,SAN_1_4_5_1G_8_novb11
F9,symp,R.pumilio.nord,NA,NA,SAN_1_4_5_1G_8_novb11
F797,allo,R.pumilio.nord,NA,NA,TDR2B_novb13
F771,allo,R.pumilio.nord,53.1413210223,TDR2B_NS21_novb13/TDR2B_NS1_novb13,TDR2B_novb13
F771,allo,R.pumilio.nord,63.1268564083,TDR2B_NS21_novb13/TDR2B_NS7_novb13,TDR2B_novb13
F771,allo,R.pumilio.nord,25.5538646784,TDR2B_NS1_novb13/TDR2B_NS7_novb13,TDR2B_novb13
F77,symp,R.pumilio.nord,47.1699056603,AK_novb11/BO_novb11,SAN2_RHINO_novb11
F77,symp,R.pumilio.nord,73.7902432575,AK_novb11/AH_novb11,SAN2_RHINO_novb11
F77,symp,R.pumilio.nord,27.2029410175,BO_novb11/AH_novb11,SAN2_RHINO_novb11
F765,allo,R.pumilio.nord,12.6491106407,TDR6_NS4_novb13/TDR6_NS1_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,18.0277563773,TDR6_NS4_novb13/TDR6_NS2_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,17.4642491966,TDR6_NS4_novb13/TDR6_NS3_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,52.697248505,TDR6_NS4_novb13/TDR6_NS8_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,63.8122245342,TDR6_NS4_novb13/TDR6_NS6_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,78.1856764376,TDR6_NS4_novb13/TDR6_NS5_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,5.38516480713,TDR6_NS1_novb13/TDR6_NS2_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,5,TDR6_NS1_novb13/TDR6_NS3_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,50.9215082259,TDR6_NS1_novb13/TDR6_NS8_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,62.0322496771,TDR6_NS1_novb13/TDR6_NS6_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,68.8839603972,TDR6_NS1_novb13/TDR6_NS5_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,2,TDR6_NS2_novb13/TDR6_NS3_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,51.4198405287,TDR6_NS2_novb13/TDR6_NS8_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,62.3618473107,TDR6_NS2_novb13/TDR6_NS6_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,65.5133574166,TDR6_NS2_novb13/TDR6_NS5_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,49.4772675074,TDR6_NS3_novb13/TDR6_NS8_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,60.440052945,TDR6_NS3_novb13/TDR6_NS6_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,64.4980619864,TDR6_NS3_novb13/TDR6_NS5_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,11.1803398875,TDR6_NS8_novb13/TDR6_NS6_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,46.8187996429,TDR6_NS8_novb13/TDR6_NS5_novb13,TDR6_novb13
F765,allo,R.pumilio.nord,46.872166581,TDR6_NS6_novb13/TDR6_NS5_novb13,TDR6_novb13
F764,allo,R.pumilio.nord,25.495097568,TDR8_NS5_novb13/TDR8_NS3_novb13,TDR6_novb13
F764,allo,R.pumilio.nord,60.9261848469,TDR8_NS5_novb13/TDR8_NS1_novb13,TDR6_novb13
F764,allo,R.pumilio.nord,61.2045749924,TDR8_NS5_novb13/TDR8_NS6_novb13,TDR6_novb13
F764,allo,R.pumilio.nord,37.6563407675,TDR8_NS3_novb13/TDR8_NS1_novb13,TDR6_novb13
F764,allo,R.pumilio.nord,43.6806593357,TDR8_NS3_novb13/TDR8_NS6_novb13,TDR6_novb13
F764,allo,R.pumilio.nord,19.6468827044,TDR8_NS1_novb13/TDR8_NS6_novb13,TDR6_novb13
F72,symp,R.pumilio.nord,6.0827625303,J_novb11/I_novb11,SAN_1_4_5_1G_8_novb11
F72,symp,R.pumilio.nord,11.6619037897,J_novb11/G_novb11,SAN_1_4_5_1G_8_novb11
F72,symp,R.pumilio.nord,32.5729949498,J_novb11/H_novb11,SAN_1_4_5_1G_8_novb11
F72,symp,R.pumilio.nord,6.40312423743,I_novb11/G_novb11,SAN_1_4_5_1G_8_novb11
F72,symp,R.pumilio.nord,34,I_novb11/H_novb11,SAN_1_4_5_1G_8_novb11
F72,symp,R.pumilio.nord,32.0156211872,G_novb11/H_novb11,SAN_1_4_5_1G_8_novb11
F664,allo,R.pumilio.nord,18.973665961,TDR2B_NS2_novb13/TDR2B_NS15_novb13,TDR2B_novb13
F664,allo,R.pumilio.nord,75.2927619363,TDR2B_NS2_novb13/TDR2B_NS6_novb13,TDR2B_novb13
F664,allo,R.pumilio.nord,92.0054346221,TDR2B_NS2_novb13/TDR2B_NS5_novb13,TDR2B_novb13
F664,allo,R.pumilio.nord,99.4082491547,TDR2B_NS2_novb13/TDR2B_NS10_novb13,TDR2B_novb13
F664,allo,R.pumilio.nord,56.8594759033,TDR2B_NS15_novb13/TDR2B_NS6_novb13,TDR2B_novb13
F664,allo,R.pumilio.nord,88.0738326633,TDR2B_NS15_novb13/TDR2B_NS5_novb13,TDR2B_novb13
F664,allo,R.pumilio.nord,93.4344690144,TDR2B_NS15_novb13/TDR2B_NS10_novb13,TDR2B_novb13
F664,allo,R.pumilio.nord,85.2760224213,TDR2B_NS6_novb13/TDR2B_NS5_novb13,TDR2B_novb13
F664,allo,R.pumilio.nord,82.8070045346,TDR2B_NS6_novb13/TDR2B_NS10_novb13,TDR2B_novb13
F664,allo,R.pumilio.nord,12.2065556157,TDR2B_NS5_novb13/TDR2B_NS10_novb13,TDR2B_novb13
F608,allo,R.pumilio.nord,8.94427191,SA4_NS11_novb12/SA4_NS14_novb12,SAN_1_4_5_1G_8_novb12
F608,allo,R.pumilio.nord,63.5059052372,SA4_NS11_novb12/SA4_NS15_novb12,SAN_1_4_5_1G_8_novb12
F608,allo,R.pumilio.nord,54.5618914628,SA4_NS14_novb12/SA4_NS15_novb12,SAN_1_4_5_1G_8_novb12
F605,allo,R.d.dilectus,17.0293863659,BL4_NS1N_novb12/BL4_NS18C_novb12,BL4_novb12
F605,allo,R.d.dilectus,12.8062484749,BL4_NS1N_novb12/BL4_NS7N_novb12,BL4_novb12
F605,allo,R.d.dilectus,27.4590604355,BL4_NS1N_novb12/BL4_NS5N_novb12,BL4_novb12
F605,allo,R.d.dilectus,9.89949493661,BL4_NS18C_novb12/BL4_NS7N_novb12,BL4_novb12
F605,allo,R.d.dilectus,15.2315462117,BL4_NS18C_novb12/BL4_NS5N_novb12,BL4_novb12
F605,allo,R.d.dilectus,14.7648230602,BL4_NS7N_novb12/BL4_NS5N_novb12,BL4_novb12
F603,allo,R.d.dilectus,23.8537208838,BL4_NS1N_novb12/BL4_NS2N_novb12,BL4_novb12
F603,allo,R.d.dilectus,27.4590604355,BL4_NS1N_novb12/BL4_NS5N_novb12,BL4_novb12
F603,allo,R.d.dilectus,3.60555127546,BL4_NS2N_novb12/BL4_NS5N_novb12,BL4_novb12
F6,symp,R.pumilio.nord,19.2353840617,BX_novb11/AG_novb11,SAN2_RHINO_novb11
F599,allo,R.pumilio.nord,43.0116263352,SA5_NS7_novb12/SA5_NS6_novb12,SAN_1_4_5_1G_8_novb12
F597,allo,R.d.dilectus,22.4722050542,BL4_NS10N_novb12/BL4_NS9N_novb12,BL4_novb12
F597,allo,R.d.dilectus,21.400934559,BL4_NS10N_novb12/BL4_NS7C_novb12,BL4_novb12
F597,allo,R.d.dilectus,26.9072480941,BL4_NS10N_novb12/BL4_NS1C_novb12,BL4_novb12
F597,allo,R.d.dilectus,47.7074417675,BL4_NS10N_novb12/BL4_NS2C_novb12,BL4_novb12
F597,allo,R.d.dilectus,2.2360679775,BL4_NS9N_novb12/BL4_NS7C_novb12,BL4_novb12
F597,allo,R.d.dilectus,8.0622577483,BL4_NS9N_novb12/BL4_NS1C_novb12,BL4_novb12
F597,allo,R.d.dilectus,28.8617393793,BL4_NS9N_novb12/BL4_NS2C_novb12,BL4_novb12
F597,allo,R.d.dilectus,7.07106781187,BL4_NS7C_novb12/BL4_NS1C_novb12,BL4_novb12
F597,allo,R.d.dilectus,28.4604989415,BL4_NS7C_novb12/BL4_NS2C_novb12,BL4_novb12
F597,allo,R.d.dilectus,21.5406592285,BL4_NS1C_novb12/BL4_NS2C_novb12,BL4_novb12
F595,allo,R.d.dilectus,2.2360679775,BL3_NS26_novb12/BL3_NS1_novb12,BL3_novb12
F595,allo,R.d.dilectus,8.0622577483,BL3_NS26_novb12/BL3_NS111112-3_novb12,BL3_novb12
F595,allo,R.d.dilectus,5.83095189485,BL3_NS26_novb12/BL3_NS16_novb12,BL3_novb12
F595,allo,R.d.dilectus,7.81024967591,BL3_NS26_novb12/BL3_NS23_novb12,BL3_novb12
F595,allo,R.d.dilectus,6,BL3_NS1_novb12/BL3_NS111112-3_novb12,BL3_novb12
F595,allo,R.d.dilectus,3.60555127546,BL3_NS1_novb12/BL3_NS16_novb12,BL3_novb12
F595,allo,R.d.dilectus,5.83095189485,BL3_NS1_novb12/BL3_NS23_novb12,BL3_novb12
F595,allo,R.d.dilectus,3.60555127546,BL3_NS111112-3_novb12/BL3_NS16_novb12,BL3_novb12
F595,allo,R.d.dilectus,5.83095189485,BL3_NS111112-3_novb12/BL3_NS23_novb12,BL3_novb12
F595,allo,R.d.dilectus,3,BL3_NS16_novb12/BL3_NS23_novb12,BL3_novb12
F593,allo,R.d.dilectus,7.21110255093,BL3_NS7_novb12/BL3_NS20_novb12,BL3_novb12
F593,allo,R.d.dilectus,6,BL3_NS7_novb12/BL3_NS13_novb12,BL3_novb12
F593,allo,R.d.dilectus,13.3416640641,BL3_NS7_novb12/BL3_NS111112-2_novb12,BL3_novb12
F593,allo,R.d.dilectus,6.32455532034,BL3_NS20_novb12/BL3_NS13_novb12,BL3_novb12
F593,allo,R.d.dilectus,9.48683298051,BL3_NS20_novb12/BL3_NS111112-2_novb12,BL3_novb12
F593,allo,R.d.dilectus,7.61577310586,BL3_NS13_novb12/BL3_NS111112-2_novb12,BL3_novb12
F589,allo,R.d.dilectus,4.24264068712,BL3_NS6_novb12/BL3_NS101112-2_novb12,BL3_novb12
F589,allo,R.d.dilectus,5.09901951359,BL3_NS6_novb12/BL3_NS13_novb12,BL3_novb12
F589,allo,R.d.dilectus,10.4403065089,BL3_NS6_novb12/BL3_NS19_novb12,BL3_novb12
F589,allo,R.d.dilectus,11.7046999107,BL3_NS6_novb12/BL3_NS8_novb12,BL3_novb12
F589,allo,R.d.dilectus,4.472135955,BL3_NS101112-2_novb12/BL3_NS13_novb12,BL3_novb12
F589,allo,R.d.dilectus,9.21954445729,BL3_NS101112-2_novb12/BL3_NS19_novb12,BL3_novb12
F589,allo,R.d.dilectus,10.6301458127,BL3_NS101112-2_novb12/BL3_NS8_novb12,BL3_novb12
F589,allo,R.d.dilectus,5.38516480713,BL3_NS13_novb12/BL3_NS19_novb12,BL3_novb12
F589,allo,R.d.dilectus,6.7082039325,BL3_NS13_novb12/BL3_NS8_novb12,BL3_novb12
F589,allo,R.d.dilectus,1.41421356237,BL3_NS19_novb12/BL3_NS8_novb12,BL3_novb12
F585,allo,R.d.dilectus,2.82842712475,BL3_NS101112-1_novb12/BL3_NS15_novb12,BL3_novb12
F585,allo,R.d.dilectus,2.2360679775,BL3_NS101112-1_novb12/BL3_NS91112-2_novb12,BL3_novb12
F585,allo,R.d.dilectus,6.0827625303,BL3_NS101112-1_novb12/BL3_NS11_novb12,BL3_novb12
F585,allo,R.d.dilectus,1,BL3_NS15_novb12/BL3_NS91112-2_novb12,BL3_novb12
F585,allo,R.d.dilectus,5,BL3_NS15_novb12/BL3_NS11_novb12,BL3_novb12
F585,allo,R.d.dilectus,4.472135955,BL3_NS91112-2_novb12/BL3_NS11_novb12,BL3_novb12
F584,allo,R.d.dilectus,3.16227766017,BL3_NS17_novb12/BL3_NS18_novb12,BL3_novb12
F584,allo,R.d.dilectus,7.21110255093,BL3_NS17_novb12/BL3_NS5_novb12,BL3_novb12
F584,allo,R.d.dilectus,8.0622577483,BL3_NS17_novb12/BL3_NS12_novb12,BL3_novb12
F584,allo,R.d.dilectus,9.48683298051,BL3_NS18_novb12/BL3_NS5_novb12,BL3_novb12
F584,allo,R.d.dilectus,8.0622577483,BL3_NS18_novb12/BL3_NS12_novb12,BL3_novb12
F584,allo,R.d.dilectus,6.40312423743,BL3_NS5_novb12/BL3_NS12_novb12,BL3_novb12
F581,allo,R.d.dilectus,1,BL3_NS15_novb12/BL3_NS91112-2_novb12,BL3_novb12
F581,allo,R.d.dilectus,8.54400374532,BL3_NS15_novb12/BL3_NS3_novb12,BL3_novb12
F581,allo,R.d.dilectus,5,BL3_NS15_novb12/BL3_NS11_novb12,BL3_novb12
F581,allo,R.d.dilectus,5.83095189485,BL3_NS15_novb12/BL3_NS9_novb12,BL3_novb12
F581,allo,R.d.dilectus,9.48683298051,BL3_NS91112-2_novb12/BL3_NS3_novb12,BL3_novb12
F581,allo,R.d.dilectus,4.472135955,BL3_NS91112-2_novb12/BL3_NS11_novb12,BL3_novb12
F581,allo,R.d.dilectus,6.40312423743,BL3_NS91112-2_novb12/BL3_NS9_novb12,BL3_novb12
F581,allo,R.d.dilectus,11.0453610172,BL3_NS3_novb12/BL3_NS11_novb12,BL3_novb12
F581,allo,R.d.dilectus,5.38516480713,BL3_NS3_novb12/BL3_NS9_novb12,BL3_novb12
F581,allo,R.d.dilectus,6.0827625303,BL3_NS11_novb12/BL3_NS9_novb12,BL3_novb12
F580,allo,R.d.dilectus,26.3058928759,BL4_NS10C_novb12/BL4_NS8C_novb12,BL4_novb12
F580,allo,R.d.dilectus,19.3132079158,BL4_NS10C_novb12/BL4_NS5C_novb12,BL4_novb12
F580,allo,R.d.dilectus,8.54400374532,BL4_NS8C_novb12/BL4_NS5C_novb12,BL4_novb12
F577,allo,R.pumilio.nord,43.4165866922,SA5_NS5_novb12/SA5B_NST5_novb12,SAN_1_4_5_1G_8_novb12
F577,allo,R.pumilio.nord,50.2891638427,SA5_NS5_novb12/SA5_NST2_novb12,SAN_1_4_5_1G_8_novb12
F577,allo,R.pumilio.nord,44.1021541424,SA5_NS5_novb12/SA5_NS4_novb12,SAN_1_4_5_1G_8_novb12
F577,allo,R.pumilio.nord,10.295630141,SA5B_NST5_novb12/SA5_NST2_novb12,SAN_1_4_5_1G_8_novb12
F577,allo,R.pumilio.nord,18.973665961,SA5B_NST5_novb12/SA5_NS4_novb12,SAN_1_4_5_1G_8_novb12
F577,allo,R.pumilio.nord,14.2126704036,SA5_NST2_novb12/SA5_NS4_novb12,SAN_1_4_5_1G_8_novb12
F575,allo,R.d.dilectus,2.2360679775,BL3_NS26_novb12/BL3_NS1_novb12,BL3_novb12
F575,allo,R.d.dilectus,2.2360679775,BL3_NS26_novb12/BL3_NS22_novb12,BL3_novb12
F575,allo,R.d.dilectus,11.6619037897,BL3_NS26_novb12/BL3_NS2_novb12,BL3_novb12
F575,allo,R.d.dilectus,4,BL3_NS1_novb12/BL3_NS22_novb12,BL3_novb12
F575,allo,R.d.dilectus,9.43398113206,BL3_NS1_novb12/BL3_NS2_novb12,BL3_novb12
F575,allo,R.d.dilectus,13,BL3_NS22_novb12/BL3_NS2_novb12,BL3_novb12
F566,allo,R.d.dilectus,3,BL1_NS14_novb12/BL1_NS41112-2_novb12,BL1_novb12
F565,allo,R.d.dilectus,2.2360679775,BL1_NS31112_novb12/BL1_NS3_novb12,BL1_novb12
F565,allo,R.d.dilectus,10,BL1_NS31112_novb12/BL1_NS20_novb12,BL1_novb12
F565,allo,R.d.dilectus,13,BL1_NS31112_novb12/BL1_NS41112-1_novb12,BL1_novb12
F565,allo,R.d.dilectus,14.3178210633,BL1_NS31112_novb12/BL1_NS16_novb12,BL1_novb12
F565,allo,R.d.dilectus,10.6301458127,BL1_NS3_novb12/BL1_NS20_novb12,BL1_novb12
F565,allo,R.d.dilectus,11.401754251,BL1_NS3_novb12/BL1_NS41112-1_novb12,BL1_novb12
F565,allo,R.d.dilectus,13.9283882772,BL1_NS3_novb12/BL1_NS16_novb12,BL1_novb12
F565,allo,R.d.dilectus,11.7046999107,BL1_NS20_novb12/BL1_NS41112-1_novb12,BL1_novb12
F565,allo,R.d.dilectus,6.7082039325,BL1_NS20_novb12/BL1_NS16_novb12,BL1_novb12
F565,allo,R.d.dilectus,8.24621125124,BL1_NS41112-1_novb12/BL1_NS16_novb12,BL1_novb12
F562,allo,R.pumilio.nord,61.0327780787,SA5_NS9_novb12/SA5_NS1_novb12,SAN_1_4_5_1G_8_novb12
F560,allo,R.pumilio.nord,19.1049731745,SA4_NS2_novb12/SA4_NS4_novb12,SAN_1_4_5_1G_8_novb12
F560,allo,R.pumilio.nord,25.495097568,SA4_NS2_novb12/SA4_NS1_novb12,SAN_1_4_5_1G_8_novb12
F560,allo,R.pumilio.nord,9.21954445729,SA4_NS4_novb12/SA4_NS1_novb12,SAN_1_4_5_1G_8_novb12
F56,symp,R.d.dilectus,7.28010988928,AY_novb11/AZ_novb11,SAN_1_4_5_1G_8_novb11
F56,symp,R.d.dilectus,16.2788205961,AY_novb11/BW_novb11,SAN_1_4_5_1G_8_novb11
F56,symp,R.d.dilectus,10.7703296143,AZ_novb11/BW_novb11,SAN_1_4_5_1G_8_novb11
F559,allo,R.pumilio.nord,5,SA10_NS2_novb12/SA10_NS1_novb12,SAN10_novb12
F558,allo,R.pumilio.nord,7.21110255093,SA10_NS4_novb12/SA10_NS2_novb12,SAN10_novb12
F558,allo,R.pumilio.nord,22.5610283454,SA10_NS4_novb12/SA10_NS3_novb12,SAN10_novb12
F558,allo,R.pumilio.nord,18.0277563773,SA10_NS2_novb12/SA10_NS3_novb12,SAN10_novb12
F557,allo,R.d.dilectus,24.3310501212,BL1_NS31112_novb12/BL1_NST6_novb12,BL1_novb12
F557,allo,R.d.dilectus,7,BL1_NS31112_novb12/BL1_NS15_novb12,BL1_novb12
F557,allo,R.d.dilectus,26,BL1_NS31112_novb12/BL1_NS8_novb12,BL1_novb12
F557,allo,R.d.dilectus,13,BL1_NS31112_novb12/BL1_NS41112-1_novb12,BL1_novb12
F557,allo,R.d.dilectus,24.1867732449,BL1_NST6_novb12/BL1_NS15_novb12,BL1_novb12
F557,allo,R.d.dilectus,6,BL1_NST6_novb12/BL1_NS8_novb12,BL1_novb12
F557,allo,R.d.dilectus,30.083217913,BL1_NST6_novb12/BL1_NS41112-1_novb12,BL1_novb12
F557,allo,R.d.dilectus,24.1867732449,BL1_NS15_novb12/BL1_NS8_novb12,BL1_novb12
F557,allo,R.d.dilectus,7.07106781187,BL1_NS15_novb12/BL1_NS41112-1_novb12,BL1_novb12
F557,allo,R.d.dilectus,29.0688837075,BL1_NS8_novb12/BL1_NS41112-1_novb12,BL1_novb12
F555,allo,R.d.dilectus,8.94427191,BL1_NS1_novb12/BL1_NS41112-3_novb12,BL1_novb12
F555,allo,R.d.dilectus,10.6301458127,BL1_NS1_novb12/BL1_NS5_novb12,BL1_novb12
F555,allo,R.d.dilectus,9.48683298051,BL1_NS1_novb12/BL1_NS4_novb12,BL1_novb12
F555,allo,R.d.dilectus,12.5299640861,BL1_NS1_novb12/BL1_NS13_novb12,BL1_novb12
F555,allo,R.d.dilectus,3,BL1_NS41112-3_novb12/BL1_NS5_novb12,BL1_novb12
F555,allo,R.d.dilectus,7.07106781187,BL1_NS41112-3_novb12/BL1_NS4_novb12,BL1_novb12
F555,allo,R.d.dilectus,3.60555127546,BL1_NS41112-3_novb12/BL1_NS13_novb12,BL1_novb12
F555,allo,R.d.dilectus,10.0498756211,BL1_NS5_novb12/BL1_NS4_novb12,BL1_novb12
F555,allo,R.d.dilectus,3.16227766017,BL1_NS5_novb12/BL1_NS13_novb12,BL1_novb12
F555,allo,R.d.dilectus,9.21954445729,BL1_NS4_novb12/BL1_NS13_novb12,BL1_novb12
F554,allo,R.d.dilectus,21.8403296678,BL1_NS7_novb12/BL1_NS8_novb12,BL1_novb12
F554,allo,R.d.dilectus,10,BL1_NS7_novb12/BL1_NS16_novb12,BL1_novb12
F554,allo,R.d.dilectus,10.0498756211,BL1_NS7_novb12/BL1_NS9_novb12,BL1_novb12
F554,allo,R.d.dilectus,21.3775583264,BL1_NS8_novb12/BL1_NS16_novb12,BL1_novb12
F554,allo,R.d.dilectus,22.360679775,BL1_NS8_novb12/BL1_NS9_novb12,BL1_novb12
F554,allo,R.d.dilectus,1,BL1_NS16_novb12/BL1_NS9_novb12,BL1_novb12
F514,allo,R.pumilio.nord,18.6815416923,TDR8_NS2_novb13/TDR8_NS4_novb13,TDR6_novb13
F50,symp,R.d.dilectus,6.0827625303,BD_novb11/BE_novb11,SAN_1_4_5_1G_8_novb11
F50,symp,R.d.dilectus,27.2946881279,BD_novb11/BF_novb11,SAN_1_4_5_1G_8_novb11
F50,symp,R.d.dilectus,21.6333076528,BE_novb11/BF_novb11,SAN_1_4_5_1G_8_novb11
F492,allo,R.pumilio.nord,30.3644529014,TDR6_NS16_novb12/TDR6_NS17_novb12,TDR6_novb12
F492,allo,R.pumilio.nord,30.8058436015,TDR6_NS16_novb12/TDR6_NS18_novb12,TDR6_novb12
F492,allo,R.pumilio.nord,9.8488578018,TDR6_NS17_novb12/TDR6_NS18_novb12,TDR6_novb12
F488,allo,R.pumilio.nord,NA,NA,TDR6_novb12
F481,allo,R.pumilio.nord,1,TDR6_NS20_novb12/TDR6_NS11_novb12,TDR6_novb12
F471,allo,R.pumilio.nord,33.3766385366,TDR6_NS6_novb12/TDR6_NS15_novb12,TDR6_novb12
F470,allo,R.pumilio.nord,17.0293863659,TDR6_NS7_novb12/TDR6_NS10_novb12,TDR6_novb12
F470,allo,R.pumilio.nord,16.1245154966,TDR6_NS7_novb12/TDR6_NS5_novb12,TDR6_novb12
F470,allo,R.pumilio.nord,37.7359245282,TDR6_NS7_novb12/TDR6_NS14_novb12,TDR6_novb12
F470,allo,R.pumilio.nord,12.0830459736,TDR6_NS10_novb12/TDR6_NS5_novb12,TDR6_novb12
F470,allo,R.pumilio.nord,21.0237960416,TDR6_NS10_novb12/TDR6_NS14_novb12,TDR6_novb12
F470,allo,R.pumilio.nord,30.2654919008,TDR6_NS5_novb12/TDR6_NS14_novb12,TDR6_novb12
F461,allo,R.pumilio.nord,10.1980390272,TDR6_NS13_novb12/TDR6_NS25_novb12,TDR6_novb12
F461,allo,R.pumilio.nord,12,TDR6_NS13_novb12/TDR6_NS26_novb12,TDR6_novb12
F461,allo,R.pumilio.nord,27.5862284483,TDR6_NS13_novb12/TDR6_NS9_novb12,TDR6_novb12
F461,allo,R.pumilio.nord,2.82842712475,TDR6_NS25_novb12/TDR6_NS26_novb12,TDR6_novb12
F461,allo,R.pumilio.nord,20.1246117975,TDR6_NS25_novb12/TDR6_NS9_novb12,TDR6_novb12
F461,allo,R.pumilio.nord,21.1896201004,TDR6_NS26_novb12/TDR6_NS9_novb12,TDR6_novb12
F46,symp,R.pumilio.nord,21.9317121995,BK_novb11/Z_novb11,SAN_1_4_5_1G_8_novb11
F421,allo,R.pumilio.nord,60.0083327547,SO10_NS4_novb12/SO10_NS15_novb12,SO10_novb12
F421,allo,R.pumilio.nord,58.8217646794,SO10_NS4_novb12/SO10_NS1_novb12,SO10_novb12
F421,allo,R.pumilio.nord,49.6789693935,SO10_NS4_novb12/SO10_NS13_novb12,SO10_novb12
F421,allo,R.pumilio.nord,12.2065556157,SO10_NS15_novb12/SO10_NS1_novb12,SO10_novb12
F421,allo,R.pumilio.nord,88.1192374002,SO10_NS15_novb12/SO10_NS13_novb12,SO10_novb12
F421,allo,R.pumilio.nord,80.099937578,SO10_NS1_novb12/SO10_NS13_novb12,SO10_novb12
F414,allo,R.pumilio.nord,NA,NA,SO10_novb12
F409,symp,R.d.dilectus,4.12310562562,SO15_NS5_novb12/SO15_NS6_novb12,SO15_novb12
F409,symp,R.d.dilectus,14.0356688476,SO15_NS5_novb12/SO15_NSBO_novb12,SO15_novb12
F409,symp,R.d.dilectus,10,SO15_NS6_novb12/SO15_NSBO_novb12,SO15_novb12
F404,symp,R.pumilio.nord,5.09901951359,SO15_NS4_novb12/SO15_NS8_novb12,SO15_novb12
F404,symp,R.pumilio.nord,5.83095189485,SO15_NS4_novb12/SO15_NS7_novb12,SO15_novb12
F404,symp,R.pumilio.nord,2,SO15_NS8_novb12/SO15_NS7_novb12,SO15_novb12
F396,symp,R.d.dilectus,22.825424421,SO15_NS2_novb12/SO15_NS3_novb12,SO15_novb12
F396,symp,R.d.dilectus,22.4722050542,SO15_NS2_novb12/SO15_NS5_novb12,SO15_novb12
F396,symp,R.d.dilectus,26.4196896272,SO15_NS2_novb12/SO15_NS6_novb12,SO15_novb12
F396,symp,R.d.dilectus,1.41421356237,SO15_NS3_novb12/SO15_NS5_novb12,SO15_novb12
F396,symp,R.d.dilectus,3.60555127546,SO15_NS3_novb12/SO15_NS6_novb12,SO15_novb12
F396,symp,R.d.dilectus,4.12310562562,SO15_NS5_novb12/SO15_NS6_novb12,SO15_novb12
F395,allo,R.d.dilectus,5.09901951359,SO8_NS10_novb12/SO8_NS9_novb12,SO8_novb12
F395,allo,R.d.dilectus,10.1980390272,SO8_NS10_novb12/SO8_NS32_novb12,SO8_novb12
F395,allo,R.d.dilectus,5.09901951359,SO8_NS9_novb12/SO8_NS32_novb12,SO8_novb12
F393,allo,R.pumilio.nord,36.0138862107,SO14_NS4_novb12/SO14_NS1_novb12,SO14_novb12
F393,allo,R.pumilio.nord,40.1123422403,SO14_NS4_novb12/SO14_NS3_novb12,SO14_novb12
F393,allo,R.pumilio.nord,4.472135955,SO14_NS1_novb12/SO14_NS3_novb12,SO14_novb12
F392,allo,R.pumilio.nord,18.7882942281,SO10_NS2_novb12/SO10_NS13_novb12,SO10_novb12
