site_mission seqtot geography distance
TDR6_novb12 R.pumilio.nord allo 50.1597448159
TDR6_novb12 R.pumilio.nord allo 27.0739727414
TDR6_novb12 R.pumilio.nord allo 24.1867732449
TDR6_novb12 R.pumilio.nord allo 3.16227766017
TDR6_novb12 R.pumilio.nord allo 17.4642491966
TDR6_novb12 R.pumilio.nord allo 16.4924225025
TDR6_novb12 R.pumilio.nord allo 1
TDR6_novb12 R.pumilio.nord allo 0
TDR6_novb13 R.pumilio.nord allo 18.6815416923
TDR6_novb13 R.pumilio.nord allo 25.495097568
TDR6_novb13 R.pumilio.nord allo 60.9261848469
TDR6_novb13 R.pumilio.nord allo 61.2045749924
TDR6_novb13 R.pumilio.nord allo 37.6563407675
TDR6_novb13 R.pumilio.nord allo 43.6806593357
TDR6_novb13 R.pumilio.nord allo 19.6468827044
TDR6_novb13 R.pumilio.nord allo 12.6491106407
TDR6_novb13 R.pumilio.nord allo 18.0277563773
TDR6_novb13 R.pumilio.nord allo 17.4642491966
TDR6_novb13 R.pumilio.nord allo 52.697248505
TDR6_novb13 R.pumilio.nord allo 63.8122245342
TDR6_novb13 R.pumilio.nord allo 78.1856764376
TDR6_novb13 R.pumilio.nord allo 5.38516480713
TDR6_novb13 R.pumilio.nord allo 5
TDR6_novb13 R.pumilio.nord allo 50.9215082259
TDR6_novb13 R.pumilio.nord allo 62.0322496771
TDR6_novb13 R.pumilio.nord allo 68.8839603972
TDR6_novb13 R.pumilio.nord allo 2
TDR6_novb13 R.pumilio.nord allo 51.4198405287
TDR6_novb13 R.pumilio.nord allo 62.3618473107
TDR6_novb13 R.pumilio.nord allo 65.5133574166
TDR6_novb13 R.pumilio.nord allo 49.4772675074
TDR6_novb13 R.pumilio.nord allo 60.440052945
TDR6_novb13 R.pumilio.nord allo 64.4980619864
TDR6_novb13 R.pumilio.nord allo 11.1803398875
TDR6_novb13 R.pumilio.nord allo 46.8187996429
TDR6_novb13 R.pumilio.nord allo 46.872166581
TDR6_novb13 R.pumilio.nord allo 13.9283882772
BL1_novb12 site site 21.8403296678
BL1_novb12 site site 10
BL1_novb12 site site 10.0498756211
BL1_novb12 site site 136.132288602
BL1_novb12 site site 138.924439894
BL1_novb12 site site 141.904897731
BL1_novb12 site site 131.855982041
BL1_novb12 site site 140.602275942
BL1_novb12 site site 5
BL1_novb12 site site 21
BL1_novb12 site site 4.24264068712
BL1_novb12 site site 11.313708499
BL1_novb12 site site 5.83095189485
BL1_novb12 site site 5
BL1_novb12 site site 115.03912378
BL1_novb12 site site 118.038129433
BL1_novb12 site site 145.24806367
BL1_novb12 site site 131.240237732
BL1_novb12 site site 117.038455219
BL1_novb12 site site 104.062481231
BL1_novb12 site site 21.3775583264
BL1_novb12 site site 22.360679775
BL1_novb12 site site 157.876534038
BL1_novb12 site site 160.514796826
BL1_novb12 site site 163.487002541
BL1_novb12 site site 153.443800787
BL1_novb12 site site 162.117241526
BL1_novb12 site site 26
BL1_novb12 site site 6
BL1_novb12 site site 24.1867732449
BL1_novb12 site site 29.0688837075
BL1_novb12 site site 27.5136329844
BL1_novb12 site site 18.1107702763
BL1_novb12 site site 136.033084211
BL1_novb12 site site 139.032370332
BL1_novb12 site site 166.883192683
BL1_novb12 site site 152.895389074
BL1_novb12 site site 138.032604844
BL1_novb12 site site 122.482651833
BL1_novb12 site site 1
BL1_novb12 site site 138.24615727
BL1_novb12 site site 140.427917452
BL1_novb12 site site 143.377125093
BL1_novb12 site site 133.364163102
BL1_novb12 site site 141.876707038
BL1_novb12 site site 14.3178210633
BL1_novb12 site site 23.2594066992
BL1_novb12 site site 7.61577310586
BL1_novb12 site site 8.24621125124
BL1_novb12 site site 13.9283882772
BL1_novb12 site site 6.7082039325
BL1_novb12 site site 115.212846506
BL1_novb12 site site 118.207444774
BL1_novb12 site site 146.891116137
BL1_novb12 site site 132.981201679
BL1_novb12 site site 117.209214655
BL1_novb12 site site 101.138518874
BL1_novb12 site site 137.277092044
BL1_novb12 site site 139.445329789
BL1_novb12 site site 142.393820091
BL1_novb12 site site 132.382022949
BL1_novb12 site site 140.890028036
BL1_novb12 site site 14.1421356237
BL1_novb12 site site 24.1660919472
BL1_novb12 site site 7.28010988928
BL1_novb12 site site 7.28010988928
BL1_novb12 site site 13.6014705087
BL1_novb12 site site 7.21110255093
BL1_novb12 site site 114.214710086
BL1_novb12 site site 117.209214655
BL1_novb12 site site 145.910931736
BL1_novb12 site site 132.003787824
BL1_novb12 site site 116.211014968
BL1_novb12 site site 100.169855745
BL1_novb12 site site 8.94427191
BL1_novb12 site site 10.6301458127
BL1_novb12 site site 9.48683298051
BL1_novb12 site site 12.5299640861
BL1_novb12 site site 132.517923316
BL1_novb12 site site 156.847059265
BL1_novb12 site site 133.753504627
BL1_novb12 site site 130
BL1_novb12 site site 130.698125465
BL1_novb12 site site 139.832042108
BL1_novb12 site site 33.0151480384
BL1_novb12 site site 31.384709653
BL1_novb12 site site 11.1803398875
BL1_novb12 site site 7.21110255093
BL1_novb12 site site 31.9061122671
BL1_novb12 site site 69.1158447825
BL1_novb12 site site 3
BL1_novb12 site site 7.07106781187
BL1_novb12 site site 3.60555127546
BL1_novb12 site site 135.532283977
BL1_novb12 site site 159.803003726
BL1_novb12 site site 136.330480818
BL1_novb12 site site 132.196822957
BL1_novb12 site site 133.633828053
BL1_novb12 site site 142.41137595
BL1_novb12 site site 29.8328677804
BL1_novb12 site site 27.5862284483
BL1_novb12 site site 6.7082039325
BL1_novb12 site site 8.24621125124
BL1_novb12 site site 28.319604517
BL1_novb12 site site 64.8151216924
BL1_novb12 site site 10.0498756211
BL1_novb12 site site 3.16227766017
BL1_novb12 site site 138.520756567
BL1_novb12 site site 162.788205961
BL1_novb12 site site 139.301830569
BL1_novb12 site site 135.148066949
BL1_novb12 site site 136.619910701
BL1_novb12 site site 145.382254763
BL1_novb12 site site 32.2024843762
BL1_novb12 site site 29.8328677804
BL1_novb12 site site 4.24264068712
BL1_novb12 site site 11.1803398875
BL1_novb12 site site 30.61045573
BL1_novb12 site site 66.7083203206
BL1_novb12 site site 9.21954445729
BL1_novb12 site site 128.471786786
BL1_novb12 site site 152.738338344
BL1_novb12 site site 129.259429056
BL1_novb12 site site 125.131930378
BL1_novb12 site site 126.570138658
BL1_novb12 site site 135.340311807
BL1_novb12 site site 24.0831891576
BL1_novb12 site site 22.2036033112
BL1_novb12 site site 13.6014705087
BL1_novb12 site site 3.16227766017
BL1_novb12 site site 22.803508502
BL1_novb12 site site 59.908263203
BL1_novb12 site site 137.295302177
BL1_novb12 site site 161.523992026
BL1_novb12 site site 137.931142241
BL1_novb12 site site 133.66001646
BL1_novb12 site site 135.369863707
BL1_novb12 site site 144.006944277
BL1_novb12 site site 29.6816441593
BL1_novb12 site site 27.2029410175
BL1_novb12 site site 7.21110255093
BL1_novb12 site site 11.1803398875
BL1_novb12 site site 28.0178514522
BL1_novb12 site site 63.7808748764
BL1_novb12 site site 24.3310501212
BL1_novb12 site site 7
BL1_novb12 site site 13
BL1_novb12 site site 2.2360679775
BL1_novb12 site site 10
BL1_novb12 site site 112.218536793
BL1_novb12 site site 115.212846506
BL1_novb12 site site 141.795627577
BL1_novb12 site site 127.769323392
BL1_novb12 site site 114.214710086
BL1_novb12 site site 102.69371938
BL1_novb12 site site 24.1867732449
BL1_novb12 site site 30.083217913
BL1_novb12 site site 26.1725046566
BL1_novb12 site site 18.4390889146
BL1_novb12 site site 136.033084211
BL1_novb12 site site 139.032370332
BL1_novb12 site site 166.090336865
BL1_novb12 site site 152.069063257
BL1_novb12 site site 138.032604844
BL1_novb12 site site 124.040316027
BL1_novb12 site site 7.07106781187
BL1_novb12 site site 6.32455532034
BL1_novb12 site site 6.0827625303
BL1_novb12 site site 112
BL1_novb12 site site 115
BL1_novb12 site site 142.705991465
BL1_novb12 site site 128.72451204
BL1_novb12 site site 114
BL1_novb12 site site 100.244700608
BL1_novb12 site site 11.401754251
BL1_novb12 site site 11.7046999107
BL1_novb12 site site 107.116758726
BL1_novb12 site site 110.113577728
BL1_novb12 site site 138.654246239
BL1_novb12 site site 124.739729036
BL1_novb12 site site 109.114618636
BL1_novb12 site site 93.9627585802
BL1_novb12 site site 10.6301458127
BL1_novb12 site site 110.163514831
BL1_novb12 site site 113.159179919
BL1_novb12 site site 139.917833031
BL1_novb12 site site 125.89678312
BL1_novb12 site site 112.160599142
BL1_novb12 site site 100.463923873
BL1_novb12 site site 118.004237212
BL1_novb12 site site 121.004132161
BL1_novb12 site site 148.788440411
BL1_novb12 site site 134.807269834
BL1_novb12 site site 120.004166594
BL1_novb12 site site 105.650366776
BL1_novb12 site site 3
BL1_novb12 site site 36.4005494464
BL1_novb12 site site 25.8069758011
BL1_novb12 site site 2
BL1_novb12 site site 36.235341864
BL1_novb12 site site 34.0587727319
BL1_novb12 site site 24.1867732449
BL1_novb12 site site 1
BL1_novb12 site site 37.7359245282
BL1_novb12 site site 14.0356688476
BL1_novb12 site site 34.8281495345
BL1_novb12 site site 70.9365914039
BL1_novb12 site site 24.6981780705
BL1_novb12 site site 61.9112267687
BL1_novb12 site site 37.2155881319
BL3_novb12 site site 2.2360679775
BL3_novb12 site site 2.2360679775
BL3_novb12 site site 11.6619037897
BL3_novb12 site site 75.742986474
BL3_novb12 site site 75.0066663704
BL3_novb12 site site 83.7376856618
BL3_novb12 site site 76.3806258157
BL3_novb12 site site 81.3449445264
BL3_novb12 site site 120.60265337
BL3_novb12 site site 122.413234579
BL3_novb12 site site 113.406349029
BL3_novb12 site site 115.108644332
BL3_novb12 site site 72.9177618965
BL3_novb12 site site 142.003521083
BL3_novb12 site site 141.240928912
BL3_novb12 site site 145.660564327
BL3_novb12 site site 150.206524492
BL3_novb12 site site 151.604749266
BL3_novb12 site site 142.284925414
BL3_novb12 site site 149.49581934
BL3_novb12 site site 152.200525623
BL3_novb12 site site 8.0622577483
BL3_novb12 site site 5.83095189485
BL3_novb12 site site 7.81024967591
BL3_novb12 site site 8.0622577483
BL3_novb12 site site 145.340978392
BL3_novb12 site site 115.676272416
BL3_novb12 site site 110.208892563
BL3_novb12 site site 126.400158228
BL3_novb12 site site 120.104121495
BL3_novb12 site site 10.6301458127
BL3_novb12 site site 12.5299640861
BL3_novb12 site site 24.2074368738
BL3_novb12 site site 4
BL3_novb12 site site 9.43398113206
BL3_novb12 site site 76.5767588763
BL3_novb12 site site 75.8221603491
BL3_novb12 site site 84.6463230152
BL3_novb12 site site 77.0778826902
BL3_novb12 site site 82.1340367935
BL3_novb12 site site 119.63277143
BL3_novb12 site site 121.400164745
BL3_novb12 site site 112.445542375
BL3_novb12 site site 114.039466852
BL3_novb12 site site 73.7563556583
BL3_novb12 site site 143.122325303
BL3_novb12 site site 142.302494708
BL3_novb12 site site 146.731046476
BL3_novb12 site site 151.238222682
BL3_novb12 site site 152.633548082
BL3_novb12 site site 143.422452914
BL3_novb12 site site 150.632001912
BL3_novb12 site site 153.218797802
BL3_novb12 site site 6
BL3_novb12 site site 3.60555127546
BL3_novb12 site site 5.83095189485
BL3_novb12 site site 7.61577310586
BL3_novb12 site site 146.441114445
BL3_novb12 site site 114.621114983
BL3_novb12 site site 109.201648339
BL3_novb12 site site 125.419296761
BL3_novb12 site site 119.03780912
BL3_novb12 site site 11.6619037897
BL3_novb12 site site 12.8062484749
BL3_novb12 site site 25.2388589282
BL3_novb12 site site 13
BL3_novb12 site site 73.5934779719
BL3_novb12 site site 72.8628849278
BL3_novb12 site site 81.5659242576
BL3_novb12 site site 74.2765104188
BL3_novb12 site site 79.2085853933
BL3_novb12 site site 122.800651464
BL3_novb12 site site 124.619420637
BL3_novb12 site site 115.602768133
BL3_novb12 site site 117.324336776
BL3_novb12 site site 70.7672240518
BL3_novb12 site site 139.78555004
BL3_novb12 site site 139.032370332
BL3_novb12 site site 143.450339839
BL3_novb12 site site 148.00337834
BL3_novb12 site site 149.402141886
BL3_novb12 site site 140.064270962
BL3_novb12 site site 147.275252504
BL3_novb12 site site 150
BL3_novb12 site site 10
BL3_novb12 site site 7.28010988928
BL3_novb12 site site 8.60232526704
BL3_novb12 site site 7.07106781187
BL3_novb12 site site 143.125818775
BL3_novb12 site site 117.889779031
BL3_novb12 site site 112.414411887
BL3_novb12 site site 128.600155521
BL3_novb12 site site 122.319254412
BL3_novb12 site site 8.48528137424
BL3_novb12 site site 10.7703296143
BL3_novb12 site site 22.0227155455
BL3_novb12 site site 79.8811617342
BL3_novb12 site site 79.0569415042
BL3_novb12 site site 88.2043082848
BL3_novb12 site site 79.8122797569
BL3_novb12 site site 85.2115015711
BL3_novb12 site site 116.777566339
BL3_novb12 site site 118.342722632
BL3_novb12 site site 109.658560997
BL3_novb12 site site 110.751975152
BL3_novb12 site site 77.1038261048
BL3_novb12 site site 147.353316895
BL3_novb12 site site 146.290806273
BL3_novb12 site site 150.748134317
BL3_novb12 site site 155.080624193
BL3_novb12 site site 156.460857725
BL3_novb12 site site 147.732867027
BL3_novb12 site site 154.922561301
BL3_novb12 site site 157
BL3_novb12 site site 5.38516480713
BL3_novb12 site site 5.83095189485
BL3_novb12 site site 5
BL3_novb12 site site 11.1803398875
BL3_novb12 site site 150.585523873
BL3_novb12 site site 111.39569112
BL3_novb12 site site 106.216759506
BL3_novb12 site site 122.494897853
BL3_novb12 site site 115.745410276
BL3_novb12 site site 18.0277563773
BL3_novb12 site site 16.7630546142
BL3_novb12 site site 30.3644529014
BL3_novb12 site site 1
BL3_novb12 site site 8.54400374532
BL3_novb12 site site 5
BL3_novb12 site site 5.83095189485
BL3_novb12 site site 196.163197364
BL3_novb12 site site 197.87369709
BL3_novb12 site site 188.986772024
BL3_novb12 site site 190.41270966
BL3_novb12 site site 2.82842712475
BL3_novb12 site site 68.0294054068
BL3_novb12 site site 66.6483308118
BL3_novb12 site site 71.1196175468
BL3_novb12 site site 75.2927619363
BL3_novb12 site site 76.6615940351
BL3_novb12 site site 68.5419579528
BL3_novb12 site site 75.6439025963
BL3_novb12 site site 77.1751255263
BL3_novb12 site site 81.215762017
BL3_novb12 site site 77.6208734813
BL3_novb12 site site 75.802374633
BL3_novb12 site site 69.8140387028
BL3_novb12 site site 71.1125867902
BL3_novb12 site site 191.023558757
BL3_novb12 site site 185.690602886
BL3_novb12 site site 201.935633309
BL3_novb12 site site 195.412384459
BL3_novb12 site site 65.1152823844
BL3_novb12 site site 64.0312423743
BL3_novb12 site site 51.6236379966
BL3_novb12 site site 9.48683298051
BL3_novb12 site site 4.472135955
BL3_novb12 site site 6.40312423743
BL3_novb12 site site 195.389354879
BL3_novb12 site site 197.091349379
BL3_novb12 site site 188.215302247
BL3_novb12 site site 189.620673978
BL3_novb12 site site 2.2360679775
BL3_novb12 site site 68.9420046126
BL3_novb12 site site 67.5351760196
BL3_novb12 site site 72.0069441096
BL3_novb12 site site 76.1577310586
BL3_novb12 site site 77.5241897733
BL3_novb12 site site 69.4622199472
BL3_novb12 site site 76.5571681817
BL3_novb12 site site 78.0320446996
BL3_novb12 site site 80.4300938704
BL3_novb12 site site 76.8374908492
BL3_novb12 site site 75
BL3_novb12 site site 69.0289794217
BL3_novb12 site site 72.0138875496
BL3_novb12 site site 190.23406635
BL3_novb12 site site 184.910789301
BL3_novb12 site site 201.15914098
BL3_novb12 site site 194.620142842
BL3_novb12 site site 64.3816744113
BL3_novb12 site site 63.2534584035
BL3_novb12 site site 50.9116882454
BL3_novb12 site site 11.0453610172
BL3_novb12 site site 5.38516480713
BL3_novb12 site site 204.276773031
BL3_novb12 site site 206.021843502
BL3_novb12 site site 197.091349379
BL3_novb12 site site 198.600100705
BL3_novb12 site site 11.1803398875
BL3_novb12 site site 59.5063021872
BL3_novb12 site site 58.1807528312
BL3_novb12 site site 62.6498204307
BL3_novb12 site site 66.8879660328
BL3_novb12 site site 68.2641926635
BL3_novb12 site site 60.0083327547
BL3_novb12 site site 67.1192967782
BL3_novb12 site site 68.7968022513
BL3_novb12 site site 89.4035793467
BL3_novb12 site site 85.8020978765
BL3_novb12 site site 84.0535543567
BL3_novb12 site site 78.006409993
BL3_novb12 site site 62.60990337
BL3_novb12 site site 199.200903612
BL3_novb12 site site 193.829822267
BL3_novb12 site site 210.059515376
BL3_novb12 site site 203.600098232
BL3_novb12 site site 73.1095069057
BL3_novb12 site site 72.2011080247
BL3_novb12 site site 59.5482997238
BL3_novb12 site site 6.0827625303
BL3_novb12 site site 196.43064934
BL3_novb12 site site 198.073218785
BL3_novb12 site site 189.274932307
BL3_novb12 site site 190.536085821
BL3_novb12 site site 6.0827625303
BL3_novb12 site site 69.2892488053
BL3_novb12 site site 67.6239602508
BL3_novb12 site site 72.0902212509
BL3_novb12 site site 76.026311235
BL3_novb12 site site 77.3692445355
BL3_novb12 site site 69.89277502
BL3_novb12 site site 76.8960337079
BL3_novb12 site site 77.8267306264
BL3_novb12 site site 81.4677850442
BL3_novb12 site site 77.8973683766
BL3_novb12 site site 75.9275970909
BL3_novb12 site site 70.0927956355
BL3_novb12 site site 72.2357252334
BL3_novb12 site site 191.167465851
BL3_novb12 site site 185.913958594
BL3_novb12 site site 202.180612325
BL3_novb12 site site 195.532605977
BL3_novb12 site site 65.7951365984
BL3_novb12 site site 64.3816744113
BL3_novb12 site site 52.4976189936
BL3_novb12 site site 201.658126541
BL3_novb12 site site 203.342076315
BL3_novb12 site site 194.489074243
BL3_novb12 site site 195.849431962
BL3_novb12 site site 8.60232526704
BL3_novb12 site site 63.324560796
BL3_novb12 site site 61.7413961617
BL3_novb12 site site 66.211781429
BL3_novb12 site site 70.2353187506
BL3_novb12 site site 71.5891053164
BL3_novb12 site site 63.9061812347
BL3_novb12 site site 70.9365914039
BL3_novb12 site site 72.0694109869
BL3_novb12 site site 86.6833317311
BL3_novb12 site site 83.0963296422
BL3_novb12 site site 81.215762017
BL3_novb12 site site 75.2861208989
BL3_novb12 site site 66.3098786004
BL3_novb12 site site 196.468827044
BL3_novb12 site site 191.167465851
BL3_novb12 site site 207.422274599
BL3_novb12 site site 200.848201386
BL3_novb12 site site 70.7248188403
BL3_novb12 site site 69.5269731831
BL3_novb12 site site 57.2800139665
BL3_novb12 site site 3.16227766017
BL3_novb12 site site 7.21110255093
BL3_novb12 site site 8.0622577483
BL3_novb12 site site 193.349424618
BL3_novb12 site site 262.488094968
BL3_novb12 site site 261.8129103
BL3_novb12 site site 266.221712112
BL3_novb12 site site 270.800664696
BL3_novb12 site site 272.200293901
BL3_novb12 site site 262.727996224
BL3_novb12 site site 269.937029694
BL3_novb12 site site 272.800293255
BL3_novb12 site site 114.978258814
BL3_novb12 site site 118.562219952
BL3_novb12 site site 120.507261192
BL3_novb12 site site 126.372465355
BL3_novb12 site site 265.858985178
BL3_novb12 site site 7.07106781187
BL3_novb12 site site 10.6301458127
BL3_novb12 site site 5.83095189485
BL3_novb12 site site 5.83095189485
BL3_novb12 site site 131.209755735
BL3_novb12 site site 132.136293273
BL3_novb12 site site 144.806767798
BL3_novb12 site site 9.48683298051
BL3_novb12 site site 8.0622577483
BL3_novb12 site site 195.064092031
BL3_novb12 site site 264.367168915
BL3_novb12 site site 263.651284844
BL3_novb12 site site 268.067155765
BL3_novb12 site site 272.618781451
BL3_novb12 site site 274.016422865
BL3_novb12 site site 264.620482956
BL3_novb12 site site 271.830829745
BL3_novb12 site site 274.608812677
BL3_novb12 site site 116.661904665
BL3_novb12 site site 120.253898066
BL3_novb12 site site 122.147451877
BL3_novb12 site site 128.062484749
BL3_novb12 site site 267.725605798
BL3_novb12 site site 7.21110255093
BL3_novb12 site site 12.2065556157
BL3_novb12 site site 4.472135955
BL3_novb12 site site 4
BL3_novb12 site site 133.003759345
BL3_novb12 site site 133.843191833
BL3_novb12 site site 146.604911241
BL3_novb12 site site 6.40312423743
BL3_novb12 site site 186.171963518
BL3_novb12 site site 255.28023817
BL3_novb12 site site 254.609504929
BL3_novb12 site site 259.017373935
BL3_novb12 site site 263.600075873
BL3_novb12 site site 265
BL3_novb12 site site 255.519079522
BL3_novb12 site site 262.727996224
BL3_novb12 site site 265.601204817
BL3_novb12 site site 107.814655776
BL3_novb12 site site 111.39569112
BL3_novb12 site site 113.357840488
BL3_novb12 site site 119.205704561
BL3_novb12 site site 258.652276232
BL3_novb12 site site 5.83095189485
BL3_novb12 site site 4.12310562562
BL3_novb12 site site 13.0384048104
BL3_novb12 site site 9.05538513814
BL3_novb12 site site 124.016127983
BL3_novb12 site site 124.963994815
BL3_novb12 site site 137.611772752
BL3_novb12 site site 187.608635196
BL3_novb12 site site 257.108926333
BL3_novb12 site site 256.33766793
BL3_novb12 site site 260.762343907
BL3_novb12 site site 265.277213496
BL3_novb12 site site 266.672083278
BL3_novb12 site site 257.381040483
BL3_novb12 site site 264.592138961
BL3_novb12 site site 267.254560298
BL3_novb12 site site 109.201648339
BL3_novb12 site site 112.800709218
BL3_novb12 site site 114.63420083
BL3_novb12 site site 120.60265337
BL3_novb12 site site 260.449611249
BL3_novb12 site site 1
BL3_novb12 site site 6
BL3_novb12 site site 12.5299640861
BL3_novb12 site site 5
BL3_novb12 site site 125.67020331
BL3_novb12 site site 126.400158228
BL3_novb12 site site 139.269522868
BL3_novb12 site site 70.6823881883
BL3_novb12 site site 69.3541635376
BL3_novb12 site site 73.8241153012
BL3_novb12 site site 78.0320446996
BL3_novb12 site site 79.4040301244
BL3_novb12 site site 71.1758385971
BL3_novb12 site site 78.2943165243
BL3_novb12 site site 79.9249648108
BL3_novb12 site site 78.4091831357
BL3_novb12 site site 74.8131004571
BL3_novb12 site site 73.0068489938
BL3_novb12 site site 67.007462271
BL3_novb12 site site 73.7902432575
BL3_novb12 site site 188.217958761
BL3_novb12 site site 182.879741907
BL3_novb12 site site 199.123077517
BL3_novb12 site site 192.608411031
BL3_novb12 site site 62.2896460096
BL3_novb12 site site 61.2209114601
BL3_novb12 site site 48.795491595
BL3_novb12 site site 4.24264068712
BL3_novb12 site site 5.09901951359
BL3_novb12 site site 10.4403065089
BL3_novb12 site site 11.7046999107
BL3_novb12 site site 1.41421356237
BL3_novb12 site site 7.61577310586
BL3_novb12 site site 12.6491106407
BL3_novb12 site site 148.189068423
BL3_novb12 site site 144.585614775
BL3_novb12 site site 143.03146507
BL3_novb12 site site 136.857590217
BL3_novb12 site site 3.60555127546
BL3_novb12 site site 257.670332014
BL3_novb12 site site 252.16066307
BL3_novb12 site site 268.302068572
BL3_novb12 site site 262.103033176
BL3_novb12 site site 131.468627436
BL3_novb12 site site 131.026714833
BL3_novb12 site site 117.885537705
BL3_novb12 site site 4.472135955
BL3_novb12 site site 9.21954445729
BL3_novb12 site site 10.6301458127
BL3_novb12 site site 5.65685424949
BL3_novb12 site site 10
BL3_novb12 site site 11.401754251
BL3_novb12 site site 147.275252504
BL3_novb12 site site 143.669760214
BL3_novb12 site site 142.042247237
BL3_novb12 site site 135.911736064
BL3_novb12 site site 5
BL3_novb12 site site 256.912436445
BL3_novb12 site site 251.445819214
BL3_novb12 site site 267.61913235
BL3_novb12 site site 261.335034008
BL3_novb12 site site 130.667517004
BL3_novb12 site site 130.084587865
BL3_novb12 site site 117.0683561
BL3_novb12 site site 5.38516480713
BL3_novb12 site site 6.7082039325
BL3_novb12 site site 6
BL3_novb12 site site 6.32455532034
BL3_novb12 site site 7.61577310586
BL3_novb12 site site 151.716841517
BL3_novb12 site site 148.111444527
BL3_novb12 site site 146.492320618
BL3_novb12 site site 140.356688476
BL3_novb12 site site 2.2360679775
BL3_novb12 site site 261.335034008
BL3_novb12 site site 255.861290546
BL3_novb12 site site 272.029410175
BL3_novb12 site site 265.759289584
BL3_novb12 site site 135.092560861
BL3_novb12 site site 134.528807324
BL3_novb12 site site 121.494855858
BL3_novb12 site site 1.41421356237
BL3_novb12 site site 11.1803398875
BL3_novb12 site site 8.0622577483
BL3_novb12 site site 2.2360679775
BL3_novb12 site site 156.156972307
BL3_novb12 site site 152.551630604
BL3_novb12 site site 150.880747612
BL3_novb12 site site 144.779142144
BL3_novb12 site site 7.07106781187
BL3_novb12 site site 265.858985178
BL3_novb12 site site 260.415053328
BL3_novb12 site site 276.602603025
BL3_novb12 site site 270.275785079
BL3_novb12 site site 139.617334167
BL3_novb12 site site 138.956827828
BL3_novb12 site site 126.015872016
BL3_novb12 site site 12.3693168769
BL3_novb12 site site 8.54400374532
BL3_novb12 site site 1
BL3_novb12 site site 157.546818438
BL3_novb12 site site 153.941547348
BL3_novb12 site site 152.266214243
BL3_novb12 site site 146.167711893
BL3_novb12 site site 8.24621125124
BL3_novb12 site site 267.254560298
BL3_novb12 site site 261.8129103
BL3_novb12 site site 278.001798555
BL3_novb12 site site 271.670756615
BL3_novb12 site site 141.014183684
BL3_novb12 site site 140.346001012
BL3_novb12 site site 127.412715221
BL3_novb12 site site 7.21110255093
BL3_novb12 site site 13.3416640641
BL3_novb12 site site 148.519359008
BL3_novb12 site site 144.917217749
BL3_novb12 site site 143.387586631
BL3_novb12 site site 137.200583089
BL3_novb12 site site 4.12310562562
BL3_novb12 site site 257.937977041
BL3_novb12 site site 252.414341906
BL3_novb12 site site 268.544223546
BL3_novb12 site site 262.373779178
BL3_novb12 site site 131.764942227
BL3_novb12 site site 131.369707315
BL3_novb12 site site 118.190524155
BL3_novb12 site site 9.48683298051
BL3_novb12 site site 155.724115024
BL3_novb12 site site 152.121661837
BL3_novb12 site site 150.585523873
BL3_novb12 site site 144.402216049
BL3_novb12 site site 5
BL3_novb12 site site 265.149014707
BL3_novb12 site site 259.624729177
BL3_novb12 site site 275.753513124
BL3_novb12 site site 269.584866044
BL3_novb12 site site 138.974817863
BL3_novb12 site site 138.571281296
BL3_novb12 site site 125.39936204
BL3_novb12 site site 158.113883008
BL3_novb12 site site 154.50889942
BL3_novb12 site site 152.820155739
BL3_novb12 site site 146.731046476
BL3_novb12 site site 9.21954445729
BL3_novb12 site site 267.839504181
BL3_novb12 site site 262.406173708
BL3_novb12 site site 278.600071787
BL3_novb12 site site 272.253558287
BL3_novb12 site site 141.605084654
BL3_novb12 site site 140.91131963
BL3_novb12 site site 128.00390619
BL3_novb12 site site 3.60555127546
BL3_novb12 site site 5.83095189485
BL3_novb12 site site 11.401754251
BL3_novb12 site site 151.476070717
BL3_novb12 site site 109.808924956
BL3_novb12 site site 104.484448604
BL3_novb12 site site 120.739388768
BL3_novb12 site site 114.201576171
BL3_novb12 site site 17.0880074906
BL3_novb12 site site 17.2046505341
BL3_novb12 site site 30.4138126515
BL3_novb12 site site 3
BL3_novb12 site site 7.81024967591
BL3_novb12 site site 147.871565894
BL3_novb12 site site 113.406349029
BL3_novb12 site site 108.074048689
BL3_novb12 site site 124.326183887
BL3_novb12 site site 117.800679115
BL3_novb12 site site 13.6014705087
BL3_novb12 site site 13.6014705087
BL3_novb12 site site 26.83281573
BL3_novb12 site site 6.32455532034
BL3_novb12 site site 146.290806273
BL3_novb12 site site 115.256236274
BL3_novb12 site site 109.986362791
BL3_novb12 site site 126.253712817
BL3_novb12 site site 119.63277143
BL3_novb12 site site 13.0384048104
BL3_novb12 site site 12.0830459736
BL3_novb12 site site 25.632011236
BL3_novb12 site site 140.132080553
BL3_novb12 site site 121.210560596
BL3_novb12 site site 115.883562251
BL3_novb12 site site 132.136293273
BL3_novb12 site site 125.602547745
BL3_novb12 site site 7.07106781187
BL3_novb12 site site 5.83095189485
BL3_novb12 site site 19.3132079158
BL3_novb12 site site 261.015325221
BL3_novb12 site site 255.519079522
BL3_novb12 site site 271.670756615
BL3_novb12 site site 265.444909539
BL3_novb12 site site 134.792433022
BL3_novb12 site site 134.301898721
BL3_novb12 site site 121.202310209
BL3_novb12 site site 6.0827625303
BL3_novb12 site site 11.6619037897
BL3_novb12 site site 4.472135955
BL3_novb12 site site 126.245792009
BL3_novb12 site site 127.003936947
