site_mission seqtot geography distance
BL3_novb12 site site 139.84634425
BL3_novb12 site site 16.2788205961
BL3_novb12 site site 10.4403065089
BL3_novb12 site site 120.801490057
BL3_novb12 site site 121.659360511
BL3_novb12 site site 134.402380931
BL3_novb12 site site 8.24621125124
BL3_novb12 site site 137.003649586
BL3_novb12 site site 137.905764927
BL3_novb12 site site 150.602124819
BL3_novb12 site site 130.667517004
BL3_novb12 site site 131.400152207
BL3_novb12 site site 144.26711337
BL3_novb12 site site 4.472135955
BL3_novb12 site site 13.6014705087
BL3_novb12 site site 13.6014705087
BL4_novb12 site site 26.3058928759
BL4_novb12 site site 19.3132079158
BL4_novb12 site site 79.0569415042
BL4_novb12 site site 63.2850693292
BL4_novb12 site site 62.5139984324
BL4_novb12 site site 55.4436651025
BL4_novb12 site site 35.0142828
BL4_novb12 site site 193.018133863
BL4_novb12 site site 177.552809046
BL4_novb12 site site 175.345373478
BL4_novb12 site site 189.763010094
BL4_novb12 site site 183.575597507
BL4_novb12 site site 219.346757441
BL4_novb12 site site 210.924156985
BL4_novb12 site site 182.186717408
BL4_novb12 site site 175.840837123
BL4_novb12 site site 152.427031723
BL4_novb12 site site 38.0131556175
BL4_novb12 site site 79.3095202356
BL4_novb12 site site 21.0237960416
BL4_novb12 site site 20.2237484162
BL4_novb12 site site 8.54400374532
BL4_novb12 site site 94.0319094776
BL4_novb12 site site 74.2495791234
BL4_novb12 site site 74.2428447731
BL4_novb12 site site 67.6017751246
BL4_novb12 site site 46.3249392876
BL4_novb12 site site 203.066491574
BL4_novb12 site site 185.36720314
BL4_novb12 site site 182.78402556
BL4_novb12 site site 197.732142051
BL4_novb12 site site 192.60321908
BL4_novb12 site site 228.484135117
BL4_novb12 site site 220.601450585
BL4_novb12 site site 195.151223414
BL4_novb12 site site 189.620673978
BL4_novb12 site site 165.921668265
BL4_novb12 site site 49.9299509313
BL4_novb12 site site 92.6606712689
BL4_novb12 site site 7.07106781187
BL4_novb12 site site 6.0827625303
BL4_novb12 site site 92.5904962726
BL4_novb12 site site 74
BL4_novb12 site site 73.7360156233
BL4_novb12 site site 66.8505796534
BL4_novb12 site site 45.3100430368
BL4_novb12 site site 203.747392621
BL4_novb12 site site 186.761880479
BL4_novb12 site site 184.295957633
BL4_novb12 site site 199.100477147
BL4_novb12 site site 193.610433603
BL4_novb12 site site 229.512526891
BL4_novb12 site site 221.436221066
BL4_novb12 site site 194.79476379
BL4_novb12 site site 188.957667217
BL4_novb12 site site 165.314851117
BL4_novb12 site site 48.8466989673
BL4_novb12 site site 91.7877987534
BL4_novb12 site site 8.54400374532
BL4_novb12 site site 4.472135955
BL4_novb12 site site 22.4722050542
BL4_novb12 site site 21.400934559
BL4_novb12 site site 26.9072480941
BL4_novb12 site site 47.7074417675
BL4_novb12 site site 115.351636313
BL4_novb12 site site 102.591422643
BL4_novb12 site site 100.975244491
BL4_novb12 site site 114.280357017
BL4_novb12 site site 107.004672795
BL4_novb12 site site 142.17243052
BL4_novb12 site site 133.375410027
BL4_novb12 site site 103.160069794
BL4_novb12 site site 96.7987603226
BL4_novb12 site site 73.3757453114
BL4_novb12 site site 44.1021541424
BL4_novb12 site site 6.32455532034
BL4_novb12 site site 87.1320836432
BL4_novb12 site site 90.0499861188
BL4_novb12 site site 2.2360679775
BL4_novb12 site site 8.0622577483
BL4_novb12 site site 28.8617393793
BL4_novb12 site site 130.049990388
BL4_novb12 site site 114.280357017
BL4_novb12 site site 112.11155159
BL4_novb12 site site 126.47924731
BL4_novb12 site site 120.353645562
BL4_novb12 site site 156.179384043
BL4_novb12 site site 147.871565894
BL4_novb12 site site 120.933866224
BL4_novb12 site site 115.381974329
BL4_novb12 site site 91.6787870775
BL4_novb12 site site 25.495097568
BL4_novb12 site site 19.1049731745
BL4_novb12 site site 67.6239602508
BL4_novb12 site site 70.9365914039
BL4_novb12 site site 7.07106781187
BL4_novb12 site site 28.4604989415
BL4_novb12 site site 130.613934938
BL4_novb12 site site 115.156415366
BL4_novb12 site site 113.039815994
BL4_novb12 site site 127.318498263
BL4_novb12 site site 121.061967603
BL4_novb12 site site 156.847059265
BL4_novb12 site site 148.475587219
BL4_novb12 site site 121.078486941
BL4_novb12 site site 115.394973894
BL4_novb12 site site 91.7060521449
BL4_novb12 site site 25
BL4_novb12 site site 18.6010752377
BL4_novb12 site site 67.5425791631
BL4_novb12 site site 70.7742891169
BL4_novb12 site site 21.5406592285
BL4_novb12 site site 137.673526867
BL4_novb12 site site 122.200654663
BL4_novb12 site site 120.066648158
BL4_novb12 site site 134.372616258
BL4_novb12 site site 128.132743668
BL4_novb12 site site 163.917662258
BL4_novb12 site site 155.540991382
BL4_novb12 site site 127.945300812
BL4_novb12 site site 122.155638429
BL4_novb12 site site 98.488578018
BL4_novb12 site site 18.0277563773
BL4_novb12 site site 25.0599281723
BL4_novb12 site site 60.827625303
BL4_novb12 site site 63.9765582069
BL4_novb12 site site 158.902485821
BL4_novb12 site site 142.790055676
BL4_novb12 site site 140.513344562
BL4_novb12 site site 155.048379547
BL4_novb12 site site 149.110697135
BL4_novb12 site site 184.967564724
BL4_novb12 site site 176.705970471
BL4_novb12 site site 149.485785277
BL4_novb12 site site 143.673240376
BL4_novb12 site site 120.016665509
BL4_novb12 site site 3.60555127546
BL4_novb12 site site 46.5188133985
BL4_novb12 site site 39.4461658466
BL4_novb12 site site 42.4852915725
BL4_novb12 site site 23.8537208838
BL4_novb12 site site 27.4590604355
BL4_novb12 site site 17.0293863659
BL4_novb12 site site 12.8062484749
BL4_novb12 site site 27.0739727414
BL4_novb12 site site 18.0277563773
BL4_novb12 site site 25.6124969497
BL4_novb12 site site 33.941125497
BL4_novb12 site site 46.8401537145
BL4_novb12 site site 155.540991382
BL4_novb12 site site 113.991227733
BL4_novb12 site site 196.840036578
BL4_novb12 site site 200.412075484
BL4_novb12 site site 3.60555127546
BL4_novb12 site site 12.3693168769
BL4_novb12 site site 11.1803398875
BL4_novb12 site site 43.8634243989
BL4_novb12 site site 37.4432904537
BL4_novb12 site site 40.1123422403
BL4_novb12 site site 45.3541618818
BL4_novb12 site site 45.9673797382
BL4_novb12 site site 139.606590102
BL4_novb12 site site 100.124921973
BL4_novb12 site site 179.446370819
BL4_novb12 site site 183.182968641
BL4_novb12 site site 15.2315462117
BL4_novb12 site site 14.7648230602
BL4_novb12 site site 46.9574275275
BL4_novb12 site site 40.8044115262
BL4_novb12 site site 43.0116263352
BL4_novb12 site site 47.853944456
BL4_novb12 site site 46.8614980554
BL4_novb12 site site 137.364478669
BL4_novb12 site site 98.3259884263
BL4_novb12 site site 176.91806013
BL4_novb12 site site 180.679273853
BL4_novb12 site site 9.89949493661
BL4_novb12 site site 31.7647603485
BL4_novb12 site site 26.1725046566
BL4_novb12 site site 39.9249295554
BL4_novb12 site site 47.0106370942
BL4_novb12 site site 53.2541078228
BL4_novb12 site site 151.845316029
BL4_novb12 site site 112.01785572
BL4_novb12 site site 191.80198122
BL4_novb12 site site 195.532605977
BL4_novb12 site site 35.902646142
BL4_novb12 site site 28.231188427
BL4_novb12 site site 31.0483493925
BL4_novb12 site site 37.5765884561
BL4_novb12 site site 43.5660418216
BL4_novb12 site site 145.825237871
BL4_novb12 site site 105.118980208
BL4_novb12 site site 186.510053348
BL4_novb12 site site 190.160458561
BL4_novb12 site site 9.48683298051
BL4_novb12 site site 48.3011387029
BL4_novb12 site site 57.2450871254
BL4_novb12 site site 73.5459040328
BL4_novb12 site site 181.664525981
BL4_novb12 site site 140.602275942
BL4_novb12 site site 222.407284053
BL4_novb12 site site 226.061938415
BL4_novb12 site site 38.9486841883
BL4_novb12 site site 47.8852795753
BL4_novb12 site site 64.1326749793
BL4_novb12 site site 173.366663462
BL4_novb12 site site 131.973482185
BL4_novb12 site site 214.441134114
BL4_novb12 site site 218.050452877
BL4_novb12 site site 8.94427191
BL4_novb12 site site 29.8328677804
BL4_novb12 site site 145.962323906
BL4_novb12 site site 103.121287812
BL4_novb12 site site 188.557683482
BL4_novb12 site site 191.846292641
BL4_novb12 site site 23.7065391823
BL4_novb12 site site 140.117807576
BL4_novb12 site site 97.169954204
BL4_novb12 site site 182.937147676
BL4_novb12 site site 186.131673823
BL4_novb12 site site 116.468879964
BL4_novb12 site site 73.5391052434
BL4_novb12 site site 159.248233899
BL4_novb12 site site 162.459225654
BL4_novb12 site site 42.9534631898
BL4_novb12 site site 43.0464865001
BL4_novb12 site site 46.0651712251
BL4_novb12 site site 85.8836422143
BL4_novb12 site site 89
BL4_novb12 site site 4.12310562562
SAN10_novb12 site site 5
SAN10_novb12 site site 7.21110255093
SAN10_novb12 site site 18.0277563773
SAN10_novb12 site site 10.8166538264
SAN10_novb12 site site 13.0384048104
SAN10_novb12 site site 22.5610283454
SAN_1_4_5_1G_8_novb11 site site 24.1660919472
SAN_1_4_5_1G_8_novb11 site site 25.495097568
SAN_1_4_5_1G_8_novb11 site site 46.0434577329
SAN_1_4_5_1G_8_novb11 site site 50.4777178565
SAN_1_4_5_1G_8_novb11 site site 59.3043000127
SAN_1_4_5_1G_8_novb11 site site 61.9838688692
SAN_1_4_5_1G_8_novb11 site site 45.2769256907
SAN_1_4_5_1G_8_novb11 site site 48.754486973
SAN_1_4_5_1G_8_novb11 site site 55.0090901579
SAN_1_4_5_1G_8_novb11 site site 60.0166643525
SAN_1_4_5_1G_8_novb11 site site 70.3278038901
SAN_1_4_5_1G_8_novb11 site site 183.182968641
SAN_1_4_5_1G_8_novb11 site site 181.17670932
SAN_1_4_5_1G_8_novb11 site site 167.299133291
SAN_1_4_5_1G_8_novb11 site site 211.683726347
SAN_1_4_5_1G_8_novb11 site site 204.550727205
SAN_1_4_5_1G_8_novb11 site site 200.062490237
SAN_1_4_5_1G_8_novb11 site site 115.836091094
SAN_1_4_5_1G_8_novb11 site site 117.834629884
SAN_1_4_5_1G_8_novb11 site site 115.663304466
SAN_1_4_5_1G_8_novb11 site site 83.8629834909
SAN_1_4_5_1G_8_novb11 site site 193.705962737
SAN_1_4_5_1G_8_novb11 site site 186.903718529
SAN_1_4_5_1G_8_novb11 site site 198.761163209
SAN_1_4_5_1G_8_novb11 site site 191.760267
SAN_1_4_5_1G_8_novb11 site site 185.585559783
SAN_1_4_5_1G_8_novb11 site site 200.359676582
SAN_1_4_5_1G_8_novb11 site site 50.8035431835
SAN_1_4_5_1G_8_novb11 site site 96.1509230325
SAN_1_4_5_1G_8_novb11 site site 133.701159307
SAN_1_4_5_1G_8_novb11 site site 200.359676582
SAN_1_4_5_1G_8_novb11 site site 75.6637297521
SAN_1_4_5_1G_8_novb11 site site 51.6236379966
SAN_1_4_5_1G_8_novb11 site site 66.0302960769
SAN_1_4_5_1G_8_novb11 site site 146.577624486
SAN_1_4_5_1G_8_novb11 site site 78.7718223732
SAN_1_4_5_1G_8_novb11 site site 138.235306633
SAN_1_4_5_1G_8_novb11 site site 284.703354388
SAN_1_4_5_1G_8_novb11 site site 302.423544057
SAN_1_4_5_1G_8_novb11 site site 287.892340989
SAN_1_4_5_1G_8_novb11 site site 243.987704608
SAN_1_4_5_1G_8_novb11 site site 249.993999928
SAN_1_4_5_1G_8_novb11 site site 236.90715481
SAN_1_4_5_1G_8_novb11 site site 267.90483385
SAN_1_4_5_1G_8_novb11 site site 270.149958356
SAN_1_4_5_1G_8_novb11 site site 10.295630141
SAN_1_4_5_1G_8_novb11 site site 28.2842712475
SAN_1_4_5_1G_8_novb11 site site 32.5576411922
SAN_1_4_5_1G_8_novb11 site site 37.2155881319
SAN_1_4_5_1G_8_novb11 site site 38.0788655293
SAN_1_4_5_1G_8_novb11 site site 23.7065391823
SAN_1_4_5_1G_8_novb11 site site 54.8178802947
SAN_1_4_5_1G_8_novb11 site site 50.537115074
SAN_1_4_5_1G_8_novb11 site site 59.076221951
SAN_1_4_5_1G_8_novb11 site site 76.4852927039
SAN_1_4_5_1G_8_novb11 site site 206.736547325
SAN_1_4_5_1G_8_novb11 site site 204.560504497
SAN_1_4_5_1G_8_novb11 site site 190.055255123
SAN_1_4_5_1G_8_novb11 site site 234.559160981
SAN_1_4_5_1G_8_novb11 site site 227.378539005
SAN_1_4_5_1G_8_novb11 site site 222.506179689
SAN_1_4_5_1G_8_novb11 site site 135.624481566
SAN_1_4_5_1G_8_novb11 site site 138.220837792
SAN_1_4_5_1G_8_novb11 site site 136.65284483
SAN_1_4_5_1G_8_novb11 site site 104.637469388
SAN_1_4_5_1G_8_novb11 site site 209.308384925
SAN_1_4_5_1G_8_novb11 site site 210.924156985
SAN_1_4_5_1G_8_novb11 site site 222.697103708
SAN_1_4_5_1G_8_novb11 site site 215.712771991
SAN_1_4_5_1G_8_novb11 site site 209.308384925
SAN_1_4_5_1G_8_novb11 site site 223.087426808
SAN_1_4_5_1G_8_novb11 site site 72.8354309385
SAN_1_4_5_1G_8_novb11 site site 78.8479549513
SAN_1_4_5_1G_8_novb11 site site 117.388244727
SAN_1_4_5_1G_8_novb11 site site 223.087426808
SAN_1_4_5_1G_8_novb11 site site 99.0403957989
SAN_1_4_5_1G_8_novb11 site site 75.1864349467
SAN_1_4_5_1G_8_novb11 site site 88.8144132447
SAN_1_4_5_1G_8_novb11 site site 168.026783579
SAN_1_4_5_1G_8_novb11 site site 97.4935895329
SAN_1_4_5_1G_8_novb11 site site 154.146034655
SAN_1_4_5_1G_8_novb11 site site 301.264003824
SAN_1_4_5_1G_8_novb11 site site 318.65341674
SAN_1_4_5_1G_8_novb11 site site 302.80356669
SAN_1_4_5_1G_8_novb11 site site 260.664535371
SAN_1_4_5_1G_8_novb11 site site 265.926681625
SAN_1_4_5_1G_8_novb11 site site 251.859087587
SAN_1_4_5_1G_8_novb11 site site 283.49426802
SAN_1_4_5_1G_8_novb11 site site 284.887697172
SAN_1_4_5_1G_8_novb11 site site 21.0237960416
SAN_1_4_5_1G_8_novb11 site site 25.495097568
SAN_1_4_5_1G_8_novb11 site site 43.965895874
SAN_1_4_5_1G_8_novb11 site site 42
SAN_1_4_5_1G_8_novb11 site site 20
SAN_1_4_5_1G_8_novb11 site site 45.4862616622
SAN_1_4_5_1G_8_novb11 site site 40.249223595
SAN_1_4_5_1G_8_novb11 site site 48.8262224629
SAN_1_4_5_1G_8_novb11 site site 66.8430998683
SAN_1_4_5_1G_8_novb11 site site 204.004901902
SAN_1_4_5_1G_8_novb11 site site 201.556443707
SAN_1_4_5_1G_8_novb11 site site 186.271307506
SAN_1_4_5_1G_8_novb11 site site 230.82460874
SAN_1_4_5_1G_8_novb11 site site 223.600089445
SAN_1_4_5_1G_8_novb11 site site 218.323154979
SAN_1_4_5_1G_8_novb11 site site 140.65560778
SAN_1_4_5_1G_8_novb11 site site 142.888068081
SAN_1_4_5_1G_8_novb11 site site 140.91131963
SAN_1_4_5_1G_8_novb11 site site 109
SAN_1_4_5_1G_8_novb11 site site 201.315672515
SAN_1_4_5_1G_8_novb11 site site 209.286884443
SAN_1_4_5_1G_8_novb11 site site 220.771374956
SAN_1_4_5_1G_8_novb11 site site 213.845738793
SAN_1_4_5_1G_8_novb11 site site 206.891275795
SAN_1_4_5_1G_8_novb11 site site 219.203102168
SAN_1_4_5_1G_8_novb11 site site 76.2167960492
SAN_1_4_5_1G_8_novb11 site site 71.8679344353
SAN_1_4_5_1G_8_novb11 site site 110.063617967
SAN_1_4_5_1G_8_novb11 site site 219.203102168
SAN_1_4_5_1G_8_novb11 site site 96.4624279189
SAN_1_4_5_1G_8_novb11 site site 73.1641988954
SAN_1_4_5_1G_8_novb11 site site 85.615419172
SAN_1_4_5_1G_8_novb11 site site 163.110392066
SAN_1_4_5_1G_8_novb11 site site 91.3509715329
SAN_1_4_5_1G_8_novb11 site site 146.413797164
SAN_1_4_5_1G_8_novb11 site site 293.492759706
SAN_1_4_5_1G_8_novb11 site site 310.744267847
SAN_1_4_5_1G_8_novb11 site site 294.462221686
SAN_1_4_5_1G_8_novb11 site site 252.982212813
SAN_1_4_5_1G_8_novb11 site site 257.963175667
SAN_1_4_5_1G_8_novb11 site site 243.583661193
SAN_1_4_5_1G_8_novb11 site site 275.392447246
SAN_1_4_5_1G_8_novb11 site site 276.508589378
SAN_1_4_5_1G_8_novb11 site site 4.472135955
SAN_1_4_5_1G_8_novb11 site site 45.9673797382
SAN_1_4_5_1G_8_novb11 site site 38.0788655293
SAN_1_4_5_1G_8_novb11 site site 9.89949493661
SAN_1_4_5_1G_8_novb11 site site 47.3814309619
SAN_1_4_5_1G_8_novb11 site site 31.9061122671
SAN_1_4_5_1G_8_novb11 site site 42.5440947724
SAN_1_4_5_1G_8_novb11 site site 65.192024052
SAN_1_4_5_1G_8_novb11 site site 218.220072404
SAN_1_4_5_1G_8_novb11 site site 215.362485127
SAN_1_4_5_1G_8_novb11 site site 198.879360417
SAN_1_4_5_1G_8_novb11 site site 243.298170975
SAN_1_4_5_1G_8_novb11 site site 236.027540766
SAN_1_4_5_1G_8_novb11 site site 230.054341407
SAN_1_4_5_1G_8_novb11 site site 161.623018163
SAN_1_4_5_1G_8_novb11 site site 163.783393542
SAN_1_4_5_1G_8_novb11 site site 161.697247967
SAN_1_4_5_1G_8_novb11 site site 129.849913362
SAN_1_4_5_1G_8_novb11 site site 204.004901902
SAN_1_4_5_1G_8_novb11 site site 225.035552747
SAN_1_4_5_1G_8_novb11 site site 236.088966282
SAN_1_4_5_1G_8_novb11 site site 229.268401661
SAN_1_4_5_1G_8_novb11 site site 221.562632228
SAN_1_4_5_1G_8_novb11 site site 231.464900147
SAN_1_4_5_1G_8_novb11 site site 96.83491106
SAN_1_4_5_1G_8_novb11 site site 50.9215082259
SAN_1_4_5_1G_8_novb11 site site 89.2860571422
SAN_1_4_5_1G_8_novb11 site site 231.464900147
SAN_1_4_5_1G_8_novb11 site site 111.825757319
SAN_1_4_5_1G_8_novb11 site site 89.693923986
SAN_1_4_5_1G_8_novb11 site site 100.319489632
SAN_1_4_5_1G_8_novb11 site site 173.807364631
SAN_1_4_5_1G_8_novb11 site site 100.603180864
SAN_1_4_5_1G_8_novb11 site site 150.442680114
SAN_1_4_5_1G_8_novb11 site site 296.445610526
SAN_1_4_5_1G_8_novb11 site site 313.209195267
SAN_1_4_5_1G_8_novb11 site site 295.530032315
SAN_1_4_5_1G_8_novb11 site site 256.363023855
SAN_1_4_5_1G_8_novb11 site site 260.440012287
SAN_1_4_5_1G_8_novb11 site site 245.081619058
SAN_1_4_5_1G_8_novb11 site site 277.346353861
SAN_1_4_5_1G_8_novb11 site site 277.504954911
SAN_1_4_5_1G_8_novb11 site site 47.5078940809
SAN_1_4_5_1G_8_novb11 site site 38.6005181312
SAN_1_4_5_1G_8_novb11 site site 12.0830459736
SAN_1_4_5_1G_8_novb11 site site 49.040799341
SAN_1_4_5_1G_8_novb11 site site 31.7804971641
SAN_1_4_5_1G_8_novb11 site site 42.5440947724
SAN_1_4_5_1G_8_novb11 site site 65.8027355054
SAN_1_4_5_1G_8_novb11 site site 221.449768571
SAN_1_4_5_1G_8_novb11 site site 218.515445678
SAN_1_4_5_1G_8_novb11 site site 201.814271051
SAN_1_4_5_1G_8_novb11 site site 246.174734691
SAN_1_4_5_1G_8_novb11 site site 238.899560485
SAN_1_4_5_1G_8_novb11 site site 232.793900264
SAN_1_4_5_1G_8_novb11 site site 166.090336865
SAN_1_4_5_1G_8_novb11 site site 168.240898714
SAN_1_4_5_1G_8_novb11 site site 166.138496442
SAN_1_4_5_1G_8_novb11 site site 134.301898721
SAN_1_4_5_1G_8_novb11 site site 204.943894761
SAN_1_4_5_1G_8_novb11 site site 228.554151133
SAN_1_4_5_1G_8_novb11 site site 239.520354041
SAN_1_4_5_1G_8_novb11 site site 232.723011325
SAN_1_4_5_1G_8_novb11 site site 224.877744564
SAN_1_4_5_1G_8_novb11 site site 234.307490277
SAN_1_4_5_1G_8_novb11 site site 101.257098517
SAN_1_4_5_1G_8_novb11 site site 46.4865571967
SAN_1_4_5_1G_8_novb11 site site 84.8999411072
SAN_1_4_5_1G_8_novb11 site site 234.307490277
SAN_1_4_5_1G_8_novb11 site site 115.381974329
SAN_1_4_5_1G_8_novb11 site site 93.4933152691
SAN_1_4_5_1G_8_novb11 site site 103.788245963
SAN_1_4_5_1G_8_novb11 site site 176.400113379
SAN_1_4_5_1G_8_novb11 site site 103.097041665
SAN_1_4_5_1G_8_novb11 site site 151.753088931
SAN_1_4_5_1G_8_novb11 site site 297.355006684
SAN_1_4_5_1G_8_novb11 site site 314.006369362
SAN_1_4_5_1G_8_novb11 site site 296.043915661
SAN_1_4_5_1G_8_novb11 site site 257.390753525
SAN_1_4_5_1G_8_novb11 site site 261.275716438
SAN_1_4_5_1G_8_novb11 site site 245.725456557
SAN_1_4_5_1G_8_novb11 site site 278.059346184
SAN_1_4_5_1G_8_novb11 site site 278.016186579
SAN_1_4_5_1G_8_novb11 site site 13
SAN_1_4_5_1G_8_novb11 site site 36.0693775937
SAN_1_4_5_1G_8_novb11 site site 88.5663593019
SAN_1_4_5_1G_8_novb11 site site 77.4661216275
SAN_1_4_5_1G_8_novb11 site site 87.800911157
SAN_1_4_5_1G_8_novb11 site site 108.908218239
SAN_1_4_5_1G_8_novb11 site site 242.324163054
SAN_1_4_5_1G_8_novb11 site site 240.416305603
SAN_1_4_5_1G_8_novb11 site site 226.565663771
SAN_1_4_5_1G_8_novb11 site site 270.977858874
SAN_1_4_5_1G_8_novb11 site site 263.837070936
SAN_1_4_5_1G_8_novb11 site site 259.233485491
SAN_1_4_5_1G_8_novb11 site site 156.284996081
SAN_1_4_5_1G_8_novb11 site site 159.962495604
SAN_1_4_5_1G_8_novb11 site site 159.665274872
SAN_1_4_5_1G_8_novb11 site site 128.405607354
SAN_1_4_5_1G_8_novb11 site site 245.203996705
SAN_1_4_5_1G_8_novb11 site site 245.230503812
SAN_1_4_5_1G_8_novb11 site site 257.334412778
SAN_1_4_5_1G_8_novb11 site site 250.297822603
SAN_1_4_5_1G_8_novb11 site site 244.558786389
SAN_1_4_5_1G_8_novb11 site site 259.624729177
SAN_1_4_5_1G_8_novb11 site site 100.647901121
SAN_1_4_5_1G_8_novb11 site site 81.5843122175
SAN_1_4_5_1G_8_novb11 site site 118.342722632
SAN_1_4_5_1G_8_novb11 site site 259.624729177
SAN_1_4_5_1G_8_novb11 site site 134.951843263
SAN_1_4_5_1G_8_novb11 site site 110.887330205
SAN_1_4_5_1G_8_novb11 site site 125.255738392
SAN_1_4_5_1G_8_novb11 site site 205.119477378
SAN_1_4_5_1G_8_novb11 site site 134.647688432
SAN_1_4_5_1G_8_novb11 site site 190.373317458
SAN_1_4_5_1G_8_novb11 site site 337.432956304
SAN_1_4_5_1G_8_novb11 site site 354.644892815
SAN_1_4_5_1G_8_novb11 site site 338.119801254
SAN_1_4_5_1G_8_novb11 site site 296.939387754
SAN_1_4_5_1G_8_novb11 site site 301.850956599
SAN_1_4_5_1G_8_novb11 site site 287.30819689
SAN_1_4_5_1G_8_novb11 site site 319.214661317
SAN_1_4_5_1G_8_novb11 site site 320.140594115
SAN_1_4_5_1G_8_novb11 site site 28.6356421266
SAN_1_4_5_1G_8_novb11 site site 83.8152730712
SAN_1_4_5_1G_8_novb11 site site 69.9714227381
SAN_1_4_5_1G_8_novb11 site site 80.622577483
SAN_1_4_5_1G_8_novb11 site site 102.95630141
SAN_1_4_5_1G_8_novb11 site site 244.806045677
SAN_1_4_5_1G_8_novb11 site site 242.596372603
SAN_1_4_5_1G_8_novb11 site site 227.853022802
SAN_1_4_5_1G_8_novb11 site site 272.389427108
SAN_1_4_5_1G_8_novb11 site site 265.188612124
SAN_1_4_5_1G_8_novb11 site site 260.109592288
SAN_1_4_5_1G_8_novb11 site site 165.614009069
SAN_1_4_5_1G_8_novb11 site site 169.011833905
SAN_1_4_5_1G_8_novb11 site site 168.344884092
SAN_1_4_5_1G_8_novb11 site site 136.693086877
SAN_1_4_5_1G_8_novb11 site site 241.006223986
SAN_1_4_5_1G_8_novb11 site site 248.887524798
SAN_1_4_5_1G_8_novb11 site site 260.722074248
SAN_1_4_5_1G_8_novb11 site site 253.728201034
SAN_1_4_5_1G_8_novb11 site site 247.386337537
SAN_1_4_5_1G_8_novb11 site site 260.848615101
SAN_1_4_5_1G_8_novb11 site site 107.335921294
SAN_1_4_5_1G_8_novb11 site site 68.8839603972
SAN_1_4_5_1G_8_novb11 site site 105.385008422
SAN_1_4_5_1G_8_novb11 site site 260.848615101
SAN_1_4_5_1G_8_novb11 site site 137.102151697
SAN_1_4_5_1G_8_novb11 site site 113.265175584
SAN_1_4_5_1G_8_novb11 site site 126.751725827
SAN_1_4_5_1G_8_novb11 site site 205.087786082
SAN_1_4_5_1G_8_novb11 site site 133.240384268
SAN_1_4_5_1G_8_novb11 site site 186.753848689
SAN_1_4_5_1G_8_novb11 site site 333.421654966
SAN_1_4_5_1G_8_novb11 site site 350.385501983
SAN_1_4_5_1G_8_novb11 site site 333.142612105
SAN_1_4_5_1G_8_novb11 site site 293.127958407
SAN_1_4_5_1G_8_novb11 site site 297.578561056
SAN_1_4_5_1G_8_novb11 site site 282.540262618
SAN_1_4_5_1G_8_novb11 site site 314.682379551
SAN_1_4_5_1G_8_novb11 site site 315.126958542
SAN_1_4_5_1G_8_novb11 site site 55.542776308
SAN_1_4_5_1G_8_novb11 site site 41.6173040934
SAN_1_4_5_1G_8_novb11 site site 52.1536192416
SAN_1_4_5_1G_8_novb11 site site 74.3236167042
SAN_1_4_5_1G_8_novb11 site site 222.697103708
SAN_1_4_5_1G_8_novb11 site site 220.056810847
SAN_1_4_5_1G_8_novb11 site site 204.159251566
SAN_1_4_5_1G_8_novb11 site site 248.676496678
SAN_1_4_5_1G_8_novb11 site site 241.422865529
SAN_1_4_5_1G_8_novb11 site site 235.764713221
SAN_1_4_5_1G_8_novb11 site site 159.2231139
SAN_1_4_5_1G_8_novb11 site site 161.718891908
SAN_1_4_5_1G_8_novb11 site site 160
SAN_1_4_5_1G_8_novb11 site site 128.00390619
SAN_1_4_5_1G_8_novb11 site site 212.64054176
SAN_1_4_5_1G_8_novb11 site site 228.615397557
SAN_1_4_5_1G_8_novb11 site site 239.941659576
SAN_1_4_5_1G_8_novb11 site site 233.053641894
SAN_1_4_5_1G_8_novb11 site site 225.787510726
SAN_1_4_5_1G_8_novb11 site site 236.93459013
SAN_1_4_5_1G_8_novb11 site site 95.6713123146
SAN_1_4_5_1G_8_novb11 site site 55.9016994375
SAN_1_4_5_1G_8_novb11 site site 94.5409963984
SAN_1_4_5_1G_8_novb11 site site 236.93459013
SAN_1_4_5_1G_8_novb11 site site 115.52056094
SAN_1_4_5_1G_8_novb11 site site 92.6120942426
SAN_1_4_5_1G_8_novb11 site site 104.355162786
SAN_1_4_5_1G_8_novb11 site site 179.902751508
SAN_1_4_5_1G_8_novb11 site site 107.074740252
SAN_1_4_5_1G_8_novb11 site site 158.685223005
SAN_1_4_5_1G_8_novb11 site site 305.080317294
SAN_1_4_5_1G_8_novb11 site site 321.959624798
SAN_1_4_5_1G_8_novb11 site site 304.558697134
SAN_1_4_5_1G_8_novb11 site site 264.877330098
SAN_1_4_5_1G_8_novb11 site site 269.163519073
SAN_1_4_5_1G_8_novb11 site site 254.001968496
SAN_1_4_5_1G_8_novb11 site site 286.190495999
SAN_1_4_5_1G_8_novb11 site site 286.539700565
SAN_1_4_5_1G_8_novb11 site site 22.825424421
SAN_1_4_5_1G_8_novb11 site site 18.0277563773
SAN_1_4_5_1G_8_novb11 site site 22.0227155455
SAN_1_4_5_1G_8_novb11 site site 177.101665718
SAN_1_4_5_1G_8_novb11 site site 173.631794324
SAN_1_4_5_1G_8_novb11 site site 155.666309778
SAN_1_4_5_1G_8_novb11 site site 199.551998236
SAN_1_4_5_1G_8_novb11 site site 192.275843517
