indiv,INNS,night,site_mission,seqtot,sexe,geography,NS1NS2,distance
M798,4,6,TDR2B_novb13,R.pumilio.nord,M,allo,TDR2B_NS17_novb13/TDR2B_NS13_novb13,12.3693168769
M798,4,6,TDR2B_novb13,R.pumilio.nord,M,allo,TDR2B_NS17_novb13/TDR2B_NS19_novb13,29.1547594742
M798,4,6,TDR2B_novb13,R.pumilio.nord,M,allo,TDR2B_NS13_novb13/TDR2B_NS19_novb13,17.691806013
M799,2,6,TDR2B_novb13,R.pumilio.nord,M,allo,TDR2B_NS14_novb13/TDR2B_NS12_novb13,20.0249843945
M800,3,8,TDR2B_novb13,R.pumilio.nord,M,allo,TDR2B_NS1_novb13/TDR2B_NS20_novb13,38.6005181312
M800,3,8,TDR2B_novb13,R.pumilio.nord,M,allo,TDR2B_NS1_novb13/TDR2B_NS7_novb13,25.5538646784
M800,3,8,TDR2B_novb13,R.pumilio.nord,M,allo,TDR2B_NS20_novb13/TDR2B_NS7_novb13,15.1327459504
F470,4,8,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS7_novb12/TDR6_NS10_novb12,17.0293863659
F470,4,8,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS7_novb12/TDR6_NS5_novb12,16.1245154966
F470,4,8,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS7_novb12/TDR6_NS14_novb12,37.7359245282
F470,4,8,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS10_novb12/TDR6_NS5_novb12,12.0830459736
F470,4,8,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS10_novb12/TDR6_NS14_novb12,21.0237960416
F470,4,8,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS5_novb12/TDR6_NS14_novb12,30.2654919008
F471,2,6,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS6_novb12/TDR6_NS15_novb12,33.3766385366
F481,2,6,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS20_novb12/TDR6_NS11_novb12,1
F488,1,6,TDR6_novb12,R.pumilio.nord,F,allo,NA,0
F492,3,5,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS16_novb12/TDR6_NS17_novb12,30.3644529014
F492,3,5,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS16_novb12/TDR6_NS18_novb12,30.8058436015
F492,3,5,TDR6_novb12,R.pumilio.nord,F,allo,TDR6_NS17_novb12/TDR6_NS18_novb12,9.8488578018
M452,3,7,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS8_novb12/TDR6_NS22_novb12,38.0788655293
M452,3,7,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS8_novb12/TDR6_NS2_novb12,28.6006992922
M452,3,7,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS22_novb12/TDR6_NS2_novb12,19.6977156036
M455,3,8,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS16_novb12/TDR6_NS29_novb12,9.21954445729
M455,3,8,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS16_novb12/TDR6_NS1_novb12,30.8058436015
M455,3,8,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS29_novb12/TDR6_NS1_novb12,22.627416998
M464,3,6,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS6_novb12/TDR6_NS15_novb12,33.3766385366
M464,3,6,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS6_novb12/TDR6_NS5_novb12,51.8844870843
M464,3,6,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS15_novb12/TDR6_NS5_novb12,70.2139587262
M468,4,7,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS18_novb12/TDR6_NS31_novb12,74.0067564483
M468,4,7,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS18_novb12/TDR8_NS4_novb12,47.0956473573
M468,4,7,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS18_novb12/TDR6_NS4_novb12,50.1597448159
M468,4,7,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS31_novb12/TDR8_NS4_novb12,27.0739727414
M468,4,7,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS31_novb12/TDR6_NS4_novb12,24.1867732449
M468,4,7,TDR6_novb12,R.pumilio.nord,M,allo,TDR8_NS4_novb12/TDR6_NS4_novb12,3.16227766017
M472,3,6,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS20_novb12/TDR6_NS21_novb12,17.4642491966
M472,3,6,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS20_novb12/TDR6_NS11_novb12,16.4924225025
M472,3,6,TDR6_novb12,R.pumilio.nord,M,allo,TDR6_NS21_novb12/TDR6_NS11_novb12,1
M482,1,6,TDR6_novb12,R.pumilio.nord,M,allo,NA,0
F514,2,7,TDR6_novb13,R.pumilio.nord,F,allo,TDR8_NS2_novb13/TDR8_NS4_novb13,18.6815416923
F764,4,12,TDR6_novb13,R.pumilio.nord,F,allo,TDR8_NS5_novb13/TDR8_NS3_novb13,25.495097568
F764,4,12,TDR6_novb13,R.pumilio.nord,F,allo,TDR8_NS5_novb13/TDR8_NS1_novb13,60.9261848469
F764,4,12,TDR6_novb13,R.pumilio.nord,F,allo,TDR8_NS5_novb13/TDR8_NS6_novb13,61.2045749924
F764,4,12,TDR6_novb13,R.pumilio.nord,F,allo,TDR8_NS3_novb13/TDR8_NS1_novb13,37.6563407675
F764,4,12,TDR6_novb13,R.pumilio.nord,F,allo,TDR8_NS3_novb13/TDR8_NS6_novb13,43.6806593357
F764,4,12,TDR6_novb13,R.pumilio.nord,F,allo,TDR8_NS1_novb13/TDR8_NS6_novb13,19.6468827044
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS4_novb13/TDR6_NS1_novb13,12.6491106407
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS4_novb13/TDR6_NS2_novb13,18.0277563773
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS4_novb13/TDR6_NS3_novb13,17.4642491966
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS4_novb13/TDR6_NS8_novb13,52.697248505
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS4_novb13/TDR6_NS6_novb13,63.8122245342
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS4_novb13/TDR6_NS5_novb13,78.1856764376
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS1_novb13/TDR6_NS2_novb13,5.38516480713
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS1_novb13/TDR6_NS3_novb13,5
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS1_novb13/TDR6_NS8_novb13,50.9215082259
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS1_novb13/TDR6_NS6_novb13,62.0322496771
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS1_novb13/TDR6_NS5_novb13,68.8839603972
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS2_novb13/TDR6_NS3_novb13,2
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS2_novb13/TDR6_NS8_novb13,51.4198405287
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS2_novb13/TDR6_NS6_novb13,62.3618473107
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS2_novb13/TDR6_NS5_novb13,65.5133574166
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS3_novb13/TDR6_NS8_novb13,49.4772675074
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS3_novb13/TDR6_NS6_novb13,60.440052945
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS3_novb13/TDR6_NS5_novb13,64.4980619864
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS8_novb13/TDR6_NS6_novb13,11.1803398875
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS8_novb13/TDR6_NS5_novb13,46.8187996429
F765,7,13,TDR6_novb13,R.pumilio.nord,F,allo,TDR6_NS6_novb13/TDR6_NS5_novb13,46.872166581
M785,2,6,TDR6_novb13,R.pumilio.nord,M,allo,TDR6_NS9_novb13/TDR6_NS7_novb13,13.9283882772
